-----   Orbit start ------  ------- Electron keV --------   ----------------------------------- Protons keV ----------------------------
                               38-53           175-315         56-78          112-187         337-594         761-1220        1073-1802
YEAR MODAY HHMN DOY   SECS  Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed  Integ
2016  4 23 2138 114 77881 1.4e+08 1.8e+12 2.8e+06 6.1e+10 2.4e+08 4.6e+12 2.9e+06 3.2e+11 3.5e+05 -2.4e+11 1.0e+05 1.8e+10 3.2e+04 6.9e+09 228300
2016  4 25 1348 115  8581 7.6e+07 1.8e+12 2.5e+06 6.1e+10 2.2e+08 4.6e+12 1.7e+06 3.2e+11 2.1e+05 -2.4e+11 5.3e+04 1.8e+10 1.5e+04 6.9e+09 144300
2016  4 29  433 120 16381 1.0e+08 1.8e+12 3.8e+06 6.1e+10 4.1e+08 4.6e+12 3.9e+06 3.2e+11 3.4e+05 -2.4e+11 8.3e+04 1.8e+10 2.2e+04 6.9e+09 228000
2016  5  1 2003 122 72182 4.7e+07 1.8e+12 1.8e+06 6.1e+10 1.6e+08 4.6e+12 1.6e+06 3.2e+11 1.6e+05 -2.4e+11 4.0e+04 1.8e+10 1.0e+04 6.9e+09 228300
2016  5  4 1128 125 41281 7.5e+07 1.8e+12 2.7e+06 6.1e+10 2.1e+08 4.6e+12 2.1e+06 3.2e+11 3.0e+05 -2.4e+11 1.0e+05 1.8e+10 3.0e+04 6.9e+09 228000
2016  5  7  258 128 10681 8.8e+07 1.8e+12 2.4e+06 6.1e+10 1.8e+08 4.6e+12 3.7e+06 3.2e+11 5.1e+05 -2.4e+11 1.2e+05 1.8e+10 4.0e+04 6.9e+09 228300
2016  5  9 1823 130 66181 6.2e+07 1.8e+12 2.1e+06 6.1e+10 1.9e+08 4.6e+12 2.2e+06 3.2e+11 2.0e+05 -2.4e+11 2.2e+05 1.8e+10 7.1e+05 6.9e+09 228000
2016  5 12  953 133 35581 9.2e+07 1.8e+12 3.7e+06 6.1e+10 2.9e+08 4.6e+12 4.1e+06 3.2e+11 4.0e+05 -2.4e+11 9.3e+04 1.8e+10 2.3e+04 6.9e+09 228300
2016  5 15  118 136  4682 9.3e+07 1.8e+12 3.9e+06 6.1e+10 3.2e+08 4.6e+12 1.3e+07 3.2e+11 1.2e+06 -2.4e+11 8.7e+06 1.8e+10 4.5e+04 6.9e+09 228000
2016  5 17 1648 138 60481 5.1e+08 1.8e+12 1.3e+07 6.1e+10 3.2e+08 4.6e+12 2.7e+07 3.2e+11 7.6e+06 -2.4e+11 3.6e+06 1.8e+10 8.7e+05 6.9e+09 228300
2016  5 20  818 141 29882 1.3e+08 1.8e+12 4.0e+06 6.1e+10 7.4e+08 4.6e+12 6.6e+06 3.2e+11 6.7e+07 -2.4e+11 3.8e+05 1.8e+10 1.2e+05 6.9e+09 228300
2016  5 22 2348 143 85681 1.5e+08 1.8e+12 4.0e+06 6.1e+10 3.0e+08 4.6e+12 2.7e+07 3.2e+11 7.5e+05 -2.4e+11 2.0e+05 1.8e+10 5.8e+04 6.9e+09 228300
2016  5 25 1518 146 55081 9.2e+07 1.8e+12 1.4e+06 6.1e+10 8.9e+07 4.6e+12 9.8e+05 3.2e+11 1.3e+05 -2.4e+11 3.3e+04 1.8e+10 8.8e+03 6.9e+09 228300
2016  5 28  643 149 24181 1.9e+08 1.8e+12 2.8e+06 6.1e+10 1.7e+08 4.6e+12 2.2e+06 3.2e+11 2.7e+05 -2.4e+11 6.6e+04 1.8e+10 1.8e+04 6.9e+09 228000
2016  5 30 2213 151 79981 1.1e+08 1.8e+12 3.5e+06 6.1e+10 2.3e+08 4.6e+12 2.7e+06 3.2e+11 3.1e+05 -2.4e+11 8.6e+04 1.8e+10 7.3e+04 6.9e+09 228300
2016  6  2 1338 154 49082 6.9e+07 1.8e+12 2.9e+06 6.1e+10 1.9e+08 4.6e+12 2.1e+06 3.2e+11 2.5e+05 -2.4e+11 1.8e+06 1.8e+10 1.1e+06 6.9e+09 228000
2016  6  5  508 157 18481 9.9e+07 1.8e+12 4.2e+06 6.1e+10 2.5e+08 4.6e+12 3.0e+06 3.2e+11 3.6e+05 -2.4e+11 9.0e+04 1.8e+10 2.4e+04 6.9e+09 228300
2016  6  7 2033 159 73981 6.4e+07 1.8e+12 2.9e+06 6.1e+10 2.8e+08 4.6e+12 6.6e+06 3.2e+11 3.4e+05 -2.4e+11 6.7e+04 1.8e+10 1.9e+04 6.9e+09 228000
2016  6 10 1203 162 43385 8.4e+07 1.8e+12 2.8e+07 6.1e+10 2.6e+08 4.6e+12 9.7e+06 3.2e+11 6.2e+05 -2.4e+11 4.4e+05 1.8e+10 1.1e+08 7.0e+09 228300
2016  6 13  328 165 12481 8.0e+07 1.8e+12 3.2e+06 6.1e+10 4.2e+08 4.6e+12 1.0e+07 3.2e+11 4.2e+05 -2.4e+11 7.9e+04 1.8e+10 2.2e+04 7.0e+09 228000
2016  6 15 1858 167 68281 4.4e+08 1.8e+12 7.2e+06 6.1e+10 2.9e+08 4.6e+12 8.1e+06 3.2e+11 6.7e+05 -2.4e+11 1.8e+05 1.8e+10 6.0e+04 7.0e+09 228300
2016  6 18 1028 170 37682 9.0e+08 1.8e+12 9.4e+06 6.1e+10 2.0e+08 4.6e+12 2.6e+06 3.2e+11 3.3e+05 -2.4e+11 1.2e+05 1.8e+10 7.2e+04 7.0e+09 228300
2016  6 21  158 173  7081 8.4e+08 1.8e+12 7.9e+06 6.1e+10 7.1e+08 4.6e+12 3.9e+06 3.2e+11 1.1e+08 -2.4e+11 1.0e+05 1.8e+10 3.3e+04 7.0e+09 228300
2016  6 23 1728 175 62881 4.3e+08 1.8e+12 5.0e+06 6.1e+10 3.5e+08 4.6e+12 3.5e+06 3.2e+11 3.8e+05 -2.4e+11 9.7e+04 1.8e+10 3.0e+04 7.0e+09 228300
2016  6 26  853 178 31981 1.1e+08 1.8e+12 3.2e+06 6.1e+10 2.8e+08 4.6e+12 1.0e+07 3.2e+11 4.9e+05 -2.4e+11 7.3e+04 1.8e+10 2.1e+04 7.0e+09 228000
2016  6 29   18 181  1082 6.7e+07 1.8e+12 3.3e+06 6.1e+10 1.7e+08 4.6e+12 2.2e+06 3.2e+11 2.5e+05 -2.4e+11 6.3e+04 1.8e+10 1.5e+04 7.0e+09 228000
2016  7  1 1548 183 56882 8.2e+07 1.8e+12 3.6e+06 6.1e+10 2.0e+08 4.6e+12 2.3e+06 3.2e+11 2.8e+05 -2.4e+11 6.9e+04 1.8e+10 1.8e+04 7.0e+09 228300
2016  7  4  713 186 25981 8.3e+07 1.8e+12 6.0e+06 6.1e+10 2.0e+08 4.6e+12 2.5e+06 3.2e+11 2.9e+05 -2.4e+11 7.8e+04 1.8e+10 2.2e+04 7.0e+09 228000
2016  7  6 2243 188 81781 1.0e+08 1.8e+12 4.2e+06 6.1e+10 2.6e+08 4.6e+12 2.9e+06 3.2e+11 3.7e+05 -2.4e+11 1.6e+05 1.8e+10 6.4e+06 7.0e+09 228300
2016  7  9 1413 191 51181 1.4e+08 1.8e+12 4.3e+06 6.1e+10 2.5e+08 4.6e+12 5.1e+06 3.2e+11 4.5e+05 -2.4e+11 9.6e+05 1.8e+10 1.1e+05 7.0e+09 228300
2016  7 12  538 194 20281 1.4e+08 1.8e+12 8.4e+06 6.1e+10 2.5e+08 4.6e+12 5.7e+06 3.2e+11 6.0e+05 -2.4e+11 1.4e+05 1.8e+10 3.7e+04 7.0e+09 228000
2016  7 14 2108 196 76081 2.2e+08 1.8e+12 3.8e+06 6.1e+10 6.6e+08 4.6e+12 1.8e+07 3.2e+11 5.1e+05 -2.4e+11 1.4e+05 1.8e+10 6.5e+04 7.0e+09 228300
2016  7 17 1128 199 41281 1.4e+08 1.8e+12 3.7e+06 6.1e+10 3.7e+08 4.6e+12 1.1e+07 3.2e+11 4.1e+05 -2.4e+11 8.3e+04 1.8e+10 2.5e+04 7.0e+09 224100
2016  7 20  403 202 14589 6.1e+08 1.8e+12 3.7e+06 6.1e+10 3.5e+08 4.6e+12 3.5e+06 3.2e+11 3.4e+05 -2.4e+11 8.4e+04 1.8e+10 5.5e+06 7.0e+09 198600
2016  7 22 1933 204 70381 1.1e+09 1.8e+12 2.6e+06 6.1e+10 9.0e+07 4.6e+12 2.1e+06 3.2e+11 2.0e+05 -2.4e+11 9.4e+04 1.8e+10 1.8e+04 7.0e+09 228300
2016  7 25 1058 207 39481 7.7e+09 1.8e+12 8.8e+07 6.2e+10 2.0e+08 4.6e+12 6.2e+06 3.2e+11 6.9e+05 -2.4e+11 1.4e+09 1.9e+10 5.3e+04 7.0e+09 228000
2016  7 28  228 210  8882 1.5e+08 1.8e+12 3.2e+06 6.2e+10 1.8e+08 4.6e+12 5.9e+06 3.2e+11 5.0e+05 -2.4e+11 9.0e+04 1.9e+10 2.7e+04 7.0e+09 228300
2016  7 30 1753 212 64381 1.1e+08 1.8e+12 4.1e+06 6.2e+10 5.0e+08 4.6e+12 1.4e+07 3.2e+11 7.3e+05 -2.4e+11 1.1e+05 1.9e+10 6.5e+04 7.0e+09 228000
2016  8  2  923 215 33781 9.9e+07 1.8e+12 4.1e+06 6.2e+10 3.3e+08 4.6e+12 4.5e+06 3.2e+11 4.3e+05 -2.4e+11 9.3e+04 1.9e+10 2.8e+04 7.0e+09 228300
2016  8  5   48 218  2881 1.3e+08 1.8e+12 4.2e+06 6.2e+10 1.5e+09 4.6e+12 1.1e+08 3.2e+11 4.7e+06 -2.4e+11 3.1e+05 1.9e+10 1.1e+05 7.0e+09 228000
2016  8  7 1618 220 58681 3.6e+08 1.8e+12 4.6e+06 6.2e+10 4.9e+08 4.6e+12 1.5e+07 3.2e+11 1.6e+06 -2.4e+11 6.6e+05 1.9e+10 2.2e+05 7.0e+09 228300
2016  8 10  748 223 28081 3.1e+08 1.8e+12 2.5e+06 6.2e+10 1.9e+08 4.6e+12 4.2e+06 3.2e+11 1.2e+06 -2.4e+11 5.4e+05 1.9e+10 6.7e+06 7.0e+09 228300
2016  8 12 2313 225 83581 1.7e+08 1.8e+12 2.3e+06 6.2e+10 1.7e+08 4.6e+12 2.2e+06 3.2e+11 2.3e+05 -2.4e+11 8.2e+04 1.9e+10 2.8e+04 7.0e+09 228000
2016  8 15 1443 228 52981 2.4e+08 1.8e+12 4.3e+06 6.2e+10 2.6e+08 4.6e+12 2.8e+06 3.2e+11 3.6e+05 -2.4e+11 1.1e+05 1.9e+10 3.1e+04 7.0e+09 228300
2016  8 18  613 231 22381 1.7e+08 1.8e+12 4.1e+06 6.2e+10 2.7e+08 4.6e+12 3.2e+06 3.2e+11 3.7e+05 -2.4e+11 1.1e+05 1.9e+10 3.9e+04 7.0e+09 228300
2016  8 20 2138 233 77881 1.4e+08 1.8e+12 4.1e+06 6.2e+10 2.7e+08 4.6e+12 2.9e+06 3.2e+11 3.6e+05 -2.4e+11 9.7e+04 1.9e+10 2.6e+04 7.0e+09 228000
2016  8 23 1303 236 46986 4.6e+07 1.8e+12 1.2e+06 6.2e+10 7.6e+07 4.6e+12 9.0e+05 3.2e+11 1.2e+05 -2.4e+11 3.7e+04 1.9e+10 1.1e+04 7.0e+09 228000
2016  8 26  433 239 16381 8.0e+07 1.8e+12 2.6e+06 6.2e+10 2.2e+08 4.6e+12 3.7e+06 3.2e+11 2.9e+05 -2.4e+11 5.9e+04 1.9e+10 1.6e+04 7.0e+09 228300
2016  8 28 1958 241 71881 1.1e+08 1.8e+12 4.2e+06 6.2e+10 2.9e+08 4.6e+12 3.3e+06 3.2e+11 3.6e+05 -2.4e+11 9.2e+04 1.9e+10 2.5e+04 7.0e+09 228000
2016  8 31 1128 244 41281 1.2e+08 1.8e+12 4.4e+06 6.2e+10 2.8e+08 4.6e+12 3.1e+06 3.2e+11 3.9e+05 -2.4e+11 1.0e+05 1.9e+10 2.9e+04 7.0e+09 228300
2016  9  3  253 247 10381 2.1e+08 1.8e+12 4.2e+06 6.2e+10 5.4e+08 4.6e+12 1.7e+07 3.2e+11 1.5e+06 -2.4e+11 5.5e+05 1.9e+10 1.9e+05 7.0e+09 228000
2016  9  5 1823 249 66182 6.3e+08 1.8e+12 4.2e+06 6.2e+10 4.3e+08 4.6e+12 1.2e+07 3.2e+11 2.3e+06 -2.4e+11 3.4e+06 1.9e+10 4.0e+06 7.0e+09 228300
2016  9  8  953 252 35581 3.9e+08 1.8e+12 3.4e+06 6.2e+10 5.1e+08 4.6e+12 9.2e+06 3.2e+11 8.1e+05 -2.4e+11 4.1e+05 1.9e+10 1.6e+05 7.0e+09 228300
2016  9 11  123 255  4981 2.5e+08 1.8e+12 2.6e+06 6.2e+10 1.7e+08 4.6e+12 1.9e+06 3.2e+11 3.5e+05 -2.4e+11 1.6e+05 1.9e+10 6.2e+04 7.0e+09 228300
2016  9 13 1648 257 60482 1.6e+08 1.8e+12 3.5e+06 6.2e+10 2.6e+08 4.6e+12 3.5e+06 3.2e+11 3.6e+05 -2.4e+11 9.9e+04 1.9e+10 3.4e+04 7.0e+09 228300
2016  9 16  818 260 29881 1.4e+08 1.8e+12 3.9e+06 6.2e+10 3.0e+08 4.6e+12 3.1e+06 3.2e+11 3.8e+05 -2.4e+11 9.8e+04 1.9e+10 2.5e+04 7.0e+09 228300
2016  9 18 2343 262 85381 1.2e+08 1.8e+12 4.2e+06 6.2e+10 3.2e+08 4.6e+12 3.7e+06 3.2e+11 4.3e+05 -2.4e+11 9.8e+04 1.9e+10 2.6e+04 7.0e+09 228000
2016  9 21 1508 265 54481 7.6e+07 1.8e+12 2.3e+06 6.2e+10 1.8e+08 4.6e+12 2.8e+06 3.2e+11 3.7e+05 -2.4e+11 9.5e+04 1.9e+10 2.1e+04 7.0e+09 228000
2016  9 24  638 268 23881 7.3e+07 1.8e+12 2.6e+06 6.2e+10 2.7e+08 4.6e+12 4.4e+06 3.2e+11 4.1e+05 -2.4e+11 7.4e+04 1.9e+10 2.1e+04 7.0e+09 228300
2016  9 26 2203 270 79381 8.4e+07 1.8e+12 2.8e+06 6.2e+10 2.2e+08 4.6e+12 2.3e+06 3.2e+11 2.7e+05 -2.4e+11 6.3e+04 1.9e+10 1.6e+04 7.0e+09 228000
2016  9 29 1333 273 48782 3.1e+08 1.8e+12 4.5e+06 6.2e+10 3.9e+08 4.6e+12 7.6e+06 3.2e+11 1.3e+06 -2.4e+11 5.2e+05 1.9e+10 1.6e+05 7.0e+09 228300
2016 10  2  503 276 18181 6.0e+08 1.8e+12 3.8e+06 6.2e+10 4.4e+08 4.6e+12 1.4e+07 3.2e+11 4.3e+06 -2.4e+11 2.1e+06 1.9e+10 6.9e+05 7.0e+09 228300
2016 10  4 2033 278 73981 7.8e+08 1.8e+12 4.6e+06 6.2e+10 3.6e+08 4.6e+12 5.3e+06 3.2e+11 1.6e+06 -2.4e+11 8.2e+05 1.9e+10 3.6e+05 7.0e+09 228300
2016 10  7 1158 281 43081 3.7e+08 1.8e+12 4.5e+06 6.2e+10 4.0e+08 4.6e+12 3.7e+06 3.2e+11 3.7e+05 -2.4e+11 1.2e+05 1.9e+10 3.6e+04 7.0e+09 228000
2016 10 10  328 284 12481 1.7e+08 1.8e+12 4.2e+06 6.2e+10 3.6e+08 4.6e+12 2.9e+06 3.2e+11 3.3e+05 -2.4e+11 9.1e+04 1.9e+10 2.1e+04 7.0e+09 228300
2016 10 12 1853 286 67981 1.5e+08 1.8e+12 4.2e+06 6.2e+10 5.6e+08 4.6e+12 2.3e+07 3.2e+11 1.2e+06 -2.4e+11 1.6e+05 1.9e+10 3.2e+04 7.0e+09 228000
2016 10 15 1023 289 37382 1.2e+08 1.8e+12 4.0e+06 6.2e+10 4.3e+08 4.6e+12 7.4e+06 3.2e+11 4.7e+05 -2.4e+11 9.7e+04 1.9e+10 2.7e+04 7.0e+09 228300
2016 10 18  148 292  6481 6.8e+07 1.8e+12 2.1e+06 6.2e+10 2.3e+08 4.6e+12 5.0e+06 3.2e+11 5.9e+05 -2.4e+11 1.5e+05 1.9e+10 3.4e+04 7.0e+09 228000
2016 10 20 1718 294 62281 1.7e+08 1.8e+12 3.7e+06 6.2e+10 4.2e+08 4.6e+12 2.3e+07 3.2e+11 5.5e+06 -2.4e+11 1.4e+06 1.9e+10 3.5e+05 7.1e+09 228300
2016 10 23  843 297 31381 1.1e+08 1.8e+12 3.6e+06 6.2e+10 3.3e+08 4.6e+12 4.7e+06 3.2e+11 8.5e+05 -2.4e+11 2.3e+05 1.9e+10 5.1e+04 7.1e+09 228000
2016 10 26   13 300   781 1.7e+08 1.8e+12 4.0e+06 6.2e+10 4.0e+08 4.6e+12 5.9e+06 3.2e+11 9.7e+05 -2.4e+11 3.1e+05 1.9e+10 9.3e+04 7.1e+09 228300
2016 10 28 1543 302 56581 1.8e+08 1.8e+12 2.3e+06 6.2e+10 2.3e+08 4.6e+12 3.6e+06 3.2e+11 8.9e+05 -2.4e+11 4.2e+05 1.9e+10 1.3e+05 7.1e+09 187500
2016 10 31  708 305 25681 4.2e+08 1.8e+12 3.7e+06 6.2e+10 3.7e+08 4.6e+12 3.2e+06 3.2e+11 6.0e+05 -2.4e+11 2.8e+05 1.9e+10 1.0e+05 7.1e+09 228000
2016 11  2 2238 307 81481 2.8e+08 1.8e+12 3.1e+06 6.2e+10 8.8e+08 4.6e+12 8.5e+06 3.2e+11 3.4e+05 -2.4e+11 1.2e+05 1.9e+10 3.9e+04 7.1e+09 228300
2016 11  5 1408 310 50881 2.3e+08 1.8e+12 4.4e+06 6.2e+10 4.4e+08 4.6e+12 5.2e+06 3.2e+11 7.8e+05 -2.4e+11 1.9e+05 1.9e+10 5.3e+04 7.1e+09 228300
2016 11  8  533 313 19981 2.3e+08 1.8e+12 4.7e+06 6.2e+10 5.0e+08 4.6e+12 7.2e+06 3.2e+11 6.9e+05 -2.4e+11 1.6e+05 1.9e+10 4.0e+04 7.1e+09 228000
2016 11 10 2103 315 75781 1.4e+08 1.8e+12 3.9e+06 6.2e+10 4.3e+08 4.6e+12 4.6e+06 3.2e+11 4.0e+05 -2.4e+11 9.6e+04 1.9e+10 2.8e+04 7.1e+09 228300
2016 11 13 1228 318 44881 2.2e+08 1.8e+12 4.4e+06 6.2e+10 5.6e+08 4.6e+12 1.0e+07 3.2e+11 1.8e+06 -2.4e+11 5.3e+05 1.9e+10 1.7e+05 7.1e+09 228000
2016 11 16  358 321 14281 2.1e+08 1.8e+12 4.6e+06 6.2e+10 3.3e+09 4.6e+12 6.9e+07 3.2e+11 7.7e+05 -2.4e+11 1.7e+05 1.9e+10 5.6e+04 7.1e+09 228300
2016 11 18 1923 323 69781 1.7e+08 1.8e+12 3.0e+06 6.2e+10 3.4e+08 4.6e+12 2.8e+06 3.2e+11 6.1e+05 -2.4e+11 2.3e+05 1.9e+10 7.1e+04 7.1e+09 228000
2016 11 21 1053 326 39181 9.9e+07 1.8e+12 2.1e+06 6.2e+10 2.5e+08 4.6e+12 1.9e+06 3.2e+11 3.5e+05 -2.4e+11 1.3e+05 1.9e+10 4.5e+04 7.1e+09 228300
2016 11 24  223 329  8581 1.8e+08 1.8e+12 4.5e+06 6.2e+10 5.6e+08 4.6e+12 1.4e+07 3.2e+11 2.7e+06 -2.4e+11 8.7e+05 1.9e+10 2.6e+05 7.1e+09 228300
2016 11 26 1748 331 64081 2.0e+08 1.8e+12 3.6e+06 6.2e+10 4.8e+08 4.6e+12 4.0e+06 3.2e+11 6.8e+05 -2.4e+11 2.3e+05 1.9e+10 7.8e+04 7.1e+09 228000
2016 11 29  918 334 33481 2.1e+08 1.8e+12 4.2e+06 6.2e+10 5.8e+08 4.6e+12 9.9e+06 3.2e+11 1.1e+06 -2.4e+11 2.2e+05 1.9e+10 5.7e+04 7.1e+09 228300
2016 12  2   48 337  2881 1.8e+08 1.8e+12 4.1e+06 6.2e+10 5.4e+08 4.6e+12 3.4e+06 3.2e+11 4.4e+05 -2.4e+11 1.3e+05 1.9e+10 4.6e+04 7.1e+09 228300
2016 12  4 1618 339 58682 1.6e+08 1.8e+12 4.3e+06 6.2e+10 5.5e+08 4.6e+12 3.1e+06 3.2e+11 3.9e+05 -2.4e+11 1.1e+05 1.9e+10 3.3e+04 7.1e+09 228300
2016 12  7  743 342 27781 1.2e+08 1.8e+12 3.4e+06 6.2e+10 4.4e+08 4.6e+12 3.3e+06 3.2e+11 3.7e+05 -2.4e+11 9.2e+04 1.9e+10 2.7e+04 7.1e+09 228000
2016 12  9 2308 344 83281 1.6e+08 1.8e+12 2.7e+06 6.2e+10 3.9e+08 4.6e+12 1.0e+07 3.2e+11 1.3e+06 -2.4e+11 3.7e+05 1.9e+10 1.2e+05 7.1e+09 228000
2016 12 12 1438 347 52681 2.6e+08 1.8e+12 4.4e+06 6.2e+10 5.9e+08 4.6e+12 4.2e+06 3.2e+11 5.6e+05 -2.4e+11 2.1e+05 1.9e+10 6.7e+04 7.1e+09 228300
2016 12 15  603 350 21782 4.2e+08 1.8e+12 4.7e+06 6.2e+10 8.1e+08 4.6e+12 7.5e+06 3.2e+11 6.6e+05 -2.4e+11 2.4e+05 1.9e+10 9.8e+04 7.1e+09 228000
2016 12 17 2133 352 77581 3.7e+08 1.8e+12 4.5e+06 6.2e+10 5.8e+08 4.6e+12 3.4e+06 3.2e+11 6.0e+05 -2.4e+11 2.6e+05 1.9e+10 8.3e+04 7.1e+09 228300
2016 12 20 1258 355 46682 1.5e+08 1.8e+12 4.5e+06 6.2e+10 6.1e+08 4.6e+12 3.6e+06 3.2e+11 4.0e+05 -2.4e+11 1.0e+05 1.9e+10 2.7e+04 7.1e+09 228000
2016 12 23  428 358 16081 1.2e+08 1.8e+12 3.5e+06 6.2e+10 7.2e+08 4.6e+12 1.5e+07 3.2e+11 1.1e+06 -2.4e+11 2.0e+05 1.9e+10 6.4e+04 7.1e+09 228300
2016 12 25 1958 360 71882 1.2e+08 1.8e+12 3.4e+06 6.2e+10 5.1e+08 4.6e+12 3.4e+06 3.2e+11 3.3e+05 -2.4e+11 9.1e+04 1.9e+10 2.3e+04 7.1e+09 228300
2016 12 28 1128 363 41281 1.2e+08 1.8e+12 3.8e+06 6.2e+10 6.7e+08 4.6e+12 9.5e+06 3.2e+11 3.9e+05 -2.4e+11 8.5e+04 1.9e+10 2.0e+04 7.1e+09 228300
2016 12 31  253 366 10382 9.9e+07 1.8e+12 2.9e+06 6.2e+10 4.1e+08 4.6e+12 2.0e+06 3.2e+11 2.6e+05 -2.4e+11 6.8e+04 1.9e+10 1.6e+04 7.1e+09 228000
2017  1  2 1823   2 66181 1.7e+08 1.8e+12 4.5e+06 6.2e+10 6.1e+08 4.6e+12 4.1e+06 3.2e+11 4.3e+05 -2.4e+11 1.1e+05 1.9e+10 3.3e+04 7.1e+09 228300
2017  1  5  948   5 35281 4.5e+08 1.8e+12 4.0e+06 6.2e+10 5.4e+08 4.6e+12 2.0e+07 3.2e+11 4.7e+06 -2.4e+11 1.4e+06 1.9e+10 6.9e+05 7.1e+09 228000
2017  1  8  118   8  4681 1.8e+09 1.8e+12 6.0e+06 6.2e+10 1.4e+09 4.6e+12 7.2e+07 3.2e+11 3.0e+06 -2.4e+11 1.3e+06 1.9e+10 6.2e+05 7.1e+09 228300
2017  1 10 1643  10 60181 1.1e+09 1.8e+12 5.0e+06 6.2e+10 8.0e+08 4.6e+12 1.5e+07 3.2e+11 5.7e+05 -2.4e+11 1.9e+05 1.9e+10 7.4e+04 7.1e+09 228000
2017  1 13  808  13 29281 5.9e+08 1.8e+12 4.9e+06 6.2e+10 5.7e+08 4.6e+12 3.2e+06 3.2e+11 4.2e+05 -2.4e+11 1.6e+05 1.9e+10 2.4e+06 7.1e+09 228000
2017  1 15 2338  15 85081 4.3e+08 1.8e+12 4.9e+06 6.2e+10 5.9e+08 4.6e+12 3.3e+06 3.2e+11 4.3e+05 -2.4e+11 1.4e+05 1.9e+10 4.6e+04 7.1e+09 228300
2017  1 18 1508  18 54481 1.4e+08 1.8e+12 3.1e+06 6.2e+10 3.9e+08 4.6e+12 2.5e+06 3.2e+11 2.7e+05 -2.4e+11 8.9e+04 1.9e+10 1.9e+04 7.1e+09 228300
2017  1 21  633  21 23581 1.3e+08 1.8e+12 4.1e+06 6.2e+10 5.3e+08 4.6e+12 4.1e+06 3.2e+11 4.7e+05 -2.4e+11 1.2e+05 1.9e+10 3.0e+04 7.1e+09 228000
2017  1 23 2203  23 79381 6.2e+07 1.8e+12 2.0e+06 6.2e+10 3.6e+08 4.6e+12 5.1e+06 3.2e+11 2.2e+05 -2.4e+11 4.4e+04 1.9e+10 1.2e+04 7.1e+09 228300
2017  1 26 1333  26 48782 1.5e+08 1.8e+12 4.5e+06 6.2e+10 5.7e+08 4.6e+12 3.4e+06 3.2e+11 4.3e+05 -2.4e+11 1.1e+05 1.9e+10 3.3e+04 7.1e+09 228300
2017  1 29  458  29 17881 1.7e+08 1.8e+12 4.6e+06 6.2e+10 1.3e+09 4.6e+12 5.6e+07 3.2e+11 1.1e+06 -2.4e+11 1.1e+05 1.9e+10 3.3e+04 7.1e+09 228000
2017  1 31 2028  31 73681 2.4e+08 1.8e+12 4.3e+06 6.2e+10 6.4e+08 4.6e+12 9.1e+06 3.2e+11 1.4e+06 -2.4e+11 4.0e+05 1.9e+10 1.4e+05 7.1e+09 228300
2017  2  3 1153  34 42781 3.3e+08 1.8e+12 3.2e+06 6.2e+10 6.9e+08 4.6e+12 5.3e+07 3.2e+11 6.4e+06 -2.4e+11 1.7e+06 1.9e+10 5.2e+05 7.1e+09 228000
2017  2  6  323  37 12181 4.5e+08 1.8e+12 3.3e+06 6.2e+10 4.4e+08 4.6e+12 7.7e+06 3.2e+11 1.1e+06 -2.4e+11 3.9e+05 1.9e+10 1.2e+05 7.1e+09 228300
2017  2  8 1848  39 67682 5.9e+08 1.9e+12 3.5e+06 6.2e+10 5.7e+08 4.6e+12 1.2e+07 3.2e+11 3.2e+05 -2.4e+11 9.3e+04 1.9e+10 3.6e+04 7.1e+09 228000
2017  2 11 1013  42 36781 4.3e+08 1.9e+12 3.8e+06 6.2e+10 4.1e+08 4.6e+12 2.8e+06 3.2e+11 3.0e+05 -2.4e+11 1.0e+05 1.9e+10 3.2e+04 7.1e+09 228000
2017  2 14  143  45  6181 2.7e+08 1.9e+12 5.0e+06 6.2e+10 5.5e+08 4.6e+12 3.3e+06 3.2e+11 4.2e+05 -2.4e+11 1.1e+05 1.9e+10 3.2e+04 7.1e+09 228300
2017  2 16 1713  47 61981 1.7e+08 1.9e+12 3.9e+06 6.2e+10 4.5e+08 4.6e+12 2.7e+06 3.2e+11 3.3e+05 -2.4e+11 8.4e+04 1.9e+10 2.5e+04 7.1e+09 228300
2017  2 19  843  50 31381 1.5e+08 1.9e+12 4.8e+06 6.2e+10 7.5e+08 4.6e+12 9.7e+06 3.2e+11 4.6e+05 -2.4e+11 1.1e+05 1.9e+10 3.1e+04 7.1e+09 228300
2017  2 22    8  53   481 1.1e+08 1.9e+12 3.6e+06 6.2e+10 4.3e+08 4.6e+12 3.0e+06 3.2e+11 3.4e+05 -2.4e+11 8.3e+04 1.9e+10 2.2e+04 7.1e+09 228000
2017  2 24 1538  55 56281 7.3e+07 1.9e+12 2.6e+06 6.2e+10 2.8e+08 4.6e+12 2.4e+06 3.2e+11 2.5e+05 -2.4e+11 5.7e+04 1.9e+10 1.4e+04 7.1e+09 228300
2017  2 27  703  58 25382 1.4e+08 1.9e+12 4.7e+06 6.2e+10 5.2e+08 4.6e+12 4.1e+06 3.2e+11 4.9e+05 -2.4e+11 1.1e+05 1.9e+10 3.1e+04 7.1e+09 228000
