-----   Orbit start ------  ------- Electron keV --------   ----------------------------------- Protons keV ----------------------------
                               38-53           175-315         56-78          112-187         337-594         761-1220        1073-1802
YEAR MODAY HHMN DOY   SECS  Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed   Orbit  Summed  Integ
2005  9 14 1813 257 65581 5.9e+09 1.1e+12 2.1e+08 3.4e+10 4.7e+08 4.0e+12 1.0e+08 2.4e+11 2.3e+07 -3.0e+11 1.2e+07 9.7e+09 4.7e+06 4.2e+09 227400
2005  9 17  943 260 34981 5.0e+09 1.1e+12 1.4e+08 3.4e+10 1.3e+09 4.0e+12 3.9e+08 2.4e+11 8.6e+07 -3.0e+11 4.5e+07 9.7e+09 1.5e+07 4.2e+09 227700
2005  9 20  108 263  4081 2.7e+09 1.1e+12 9.1e+07 3.5e+10 3.0e+08 4.0e+12 4.9e+07 2.4e+11 9.8e+06 -3.0e+11 5.2e+06 9.7e+09 2.1e+06 4.2e+09 227700
2005  9 22 1638 265 59881 9.4e+08 1.1e+12 3.6e+07 3.5e+10 1.6e+08 4.0e+12 8.6e+06 2.4e+11 2.1e+06 -3.0e+11 1.3e+06 9.7e+09 5.9e+05 4.2e+09 227100
2005  9 25  808 268 29281 3.7e+08 1.1e+12 1.8e+07 3.5e+10 1.4e+08 4.0e+12 3.1e+06 2.4e+11 4.2e+05 -3.0e+11 1.8e+05 9.7e+09 7.2e+04 4.2e+09 228000
2005  9 27 2333 270 84781 2.7e+08 1.1e+12 1.3e+07 3.5e+10 1.4e+08 4.0e+12 2.6e+06 2.4e+11 2.8e+05 -3.0e+11 9.2e+04 9.7e+09 3.3e+04 4.2e+09 227700
2005  9 30 1503 273 54180 3.0e+08 1.1e+12 1.3e+07 3.5e+10 1.5e+08 4.0e+12 3.2e+06 2.4e+11 4.3e+05 -3.0e+11 1.5e+05 9.7e+09 5.0e+04 4.2e+09 228000
2005 10  3  628 276 23281 1.5e+08 1.1e+12 6.5e+06 3.5e+10 3.4e+08 4.0e+12 1.0e+07 2.4e+11 3.0e+05 -3.0e+11 7.4e+04 9.7e+09 2.3e+04 4.2e+09 228000
2005 10  5 2153 278 78781 1.3e+08 1.1e+12 5.4e+06 3.5e+10 1.3e+08 4.0e+12 2.4e+06 2.4e+11 3.7e+05 -3.0e+11 1.2e+05 9.7e+09 3.9e+04 4.2e+09 228000
2005 10  8 1323 281 48180 8.9e+07 1.1e+12 3.8e+06 3.5e+10 1.6e+08 4.0e+12 5.5e+06 2.4e+11 6.1e+05 -3.0e+11 1.6e+05 9.7e+09 5.1e+04 4.2e+09 226800
2005 10 11  453 284 17580 4.6e+07 1.1e+12 1.9e+06 3.5e+10 1.0e+08 4.0e+12 3.2e+06 2.5e+11 5.8e+05 -3.0e+11 2.0e+05 9.7e+09 5.7e+04 4.2e+09 226800
2005 10 13 2013 286 72781 1.6e+08 1.1e+12 3.3e+06 3.5e+10 1.7e+08 4.0e+12 6.3e+06 2.5e+11 1.1e+06 -3.0e+11 4.1e+05 9.7e+09 1.2e+05 4.2e+09 226800
2005 10 16 1143 289 42180 6.0e+07 1.1e+12 3.1e+06 3.5e+10 1.8e+08 4.0e+12 3.6e+06 2.5e+11 5.7e+05 -3.0e+11 1.6e+05 9.7e+09 5.4e+04 4.2e+09 227400
2005 10 19  318 292 11881 5.4e+07 1.1e+12 2.8e+06 3.5e+10 1.5e+08 4.0e+12 1.9e+06 2.5e+11 2.3e+05 -3.0e+11 5.9e+04 9.7e+09 1.4e+04 4.2e+09 227700
2005 10 21 1843 294 67381 3.2e+07 1.1e+12 1.6e+06 3.5e+10 8.9e+07 4.0e+12 1.1e+06 2.5e+11 1.4e+05 -3.0e+11 3.5e+04 9.7e+09 8.7e+03 4.2e+09 227400
2005 10 24 1013 297 36781 4.2e+07 1.1e+12 2.3e+06 3.5e+10 1.3e+08 4.0e+12 1.8e+06 2.5e+11 2.1e+05 -3.0e+11 5.0e+04 9.7e+09 1.2e+04 4.2e+09 226200
2005 10 27  138 300  5880 4.8e+07 1.1e+12 2.4e+06 3.5e+10 1.5e+08 4.0e+12 2.1e+06 2.5e+11 2.3e+05 -3.0e+11 5.5e+04 9.7e+09 1.3e+04 4.2e+09 227700
2005 10 29 1708 302 61680 6.8e+07 1.1e+12 3.1e+06 3.5e+10 3.9e+08 4.0e+12 8.2e+06 2.5e+11 3.6e+05 -3.0e+11 7.4e+04 9.7e+09 1.8e+04 4.2e+09 227100
2005 11  1  833 305 30781 1.4e+07 1.1e+12 3.2e+05 3.5e+10 2.0e+07 4.0e+12 4.3e+05 2.5e+11 5.0e+04 -3.0e+11 9.7e+03 9.7e+09 4.0e+03 4.2e+09 117600
2005 11  4    3 308   181 6.1e+07 1.1e+12 1.8e+06 3.5e+10 1.3e+08 4.0e+12 3.3e+06 2.5e+11 3.1e+05 -3.0e+11 7.6e+04 9.7e+09 2.1e+04 4.2e+09 227700
2005 11  6 1528 310 55681 9.7e+07 1.1e+12 3.1e+06 3.5e+10 3.0e+08 4.0e+12 1.7e+07 2.5e+11 3.2e+06 -3.0e+11 9.1e+05 9.7e+09 2.3e+05 4.2e+09 228000
2005 11  9  658 313 25081 6.7e+07 1.1e+12 2.4e+06 3.5e+10 1.8e+08 4.0e+12 3.7e+06 2.5e+11 4.1e+05 -3.0e+11 1.1e+05 9.7e+09 2.9e+04 4.2e+09 228300
2005 11 11 2223 315 80581 4.2e+07 1.1e+12 1.9e+06 3.5e+10 1.2e+08 4.0e+12 1.6e+06 2.5e+11 2.4e+05 -3.0e+11 7.2e+04 9.7e+09 1.9e+04 4.2e+09 227400
2005 11 14 1353 318 49981 3.0e+07 1.1e+12 1.7e+06 3.5e+10 1.1e+08 4.0e+12 1.3e+06 2.5e+11 1.5e+05 -3.0e+11 3.7e+04 9.7e+09 8.4e+03 4.2e+09 227700
2005 11 17  523 321 19380 5.5e+07 1.1e+12 3.1e+06 3.5e+10 2.1e+08 4.0e+12 2.4e+06 2.5e+11 2.6e+05 -3.0e+11 6.6e+04 9.7e+09 1.6e+04 4.2e+09 228300
2005 11 19 2043 323 74580 4.9e+07 1.1e+12 2.5e+06 3.5e+10 1.5e+08 4.0e+12 1.8e+06 2.5e+11 2.2e+05 -3.0e+11 5.7e+04 9.7e+09 1.4e+04 4.2e+09 227400
2005 11 22 1218 326 44280 5.5e+07 1.1e+12 2.3e+06 3.5e+10 1.5e+08 4.0e+12 5.2e+06 2.5e+11 9.6e+05 -3.0e+11 2.2e+05 9.7e+09 6.0e+04 4.2e+09 228600
2005 11 25  343 329 13381 7.2e+07 1.1e+12 3.1e+06 3.5e+10 2.0e+08 4.0e+12 3.9e+06 2.5e+11 5.5e+05 -3.0e+11 1.2e+05 9.7e+09 3.2e+04 4.2e+09 227700
2005 11 27 1913 331 69180 6.2e+07 1.1e+12 2.4e+06 3.5e+10 1.5e+08 4.0e+12 2.2e+06 2.5e+11 3.0e+05 -3.0e+11 7.3e+04 9.7e+09 1.8e+04 4.2e+09 228000
2005 11 30 1038 334 38281 1.7e+08 1.1e+12 3.3e+06 3.5e+10 2.1e+08 4.0e+12 3.1e+06 2.5e+11 4.4e+05 -3.0e+11 1.7e+05 9.7e+09 3.8e+04 4.2e+09 228000
2005 12  3  208 337  7680 1.0e+08 1.1e+12 1.7e+06 3.5e+10 1.9e+08 4.0e+12 1.2e+07 2.5e+11 2.8e+06 -3.0e+11 1.1e+06 9.7e+09 3.1e+05 4.2e+09 228300
2005 12  8  903 342 32580 2.1e+08 1.1e+12 5.3e+06 3.5e+10 7.0e+08 4.0e+12 1.3e+07 2.5e+11 7.9e+05 -3.0e+11 2.6e+05 9.7e+09 6.9e+04 4.2e+09 452700
2005 12 11 1733 342 50880 6.5e+07 1.1e+12 2.9e+06 3.5e+10 2.1e+08 4.0e+12 2.4e+06 2.5e+11 3.0e+05 -3.0e+11 7.7e+04 9.7e+09 2.1e+04 4.2e+09 288600
2005 12 13 1553 347 57181 4.6e+07 1.1e+12 2.4e+06 3.5e+10 2.8e+08 4.0e+12 4.8e+06 2.5e+11 3.8e+05 -3.0e+11 7.4e+04 9.7e+09 2.0e+04 4.2e+09 166200
2005 12 16  728 350 26881 4.8e+07 1.1e+12 2.3e+06 3.5e+10 1.7e+08 4.0e+12 2.3e+06 2.5e+11 2.6e+05 -3.0e+11 5.9e+04 9.7e+09 1.4e+04 4.2e+09 228000
2005 12 18 2253 352 82380 9.7e+07 1.1e+12 3.0e+06 3.5e+10 1.9e+08 4.0e+12 1.9e+06 2.5e+11 2.4e+05 -3.0e+11 6.8e+04 9.7e+09 1.8e+04 4.2e+09 227700
2005 12 21 1423 355 51780 0.0e+00 1.1e+12 0.0e+00 3.5e+10 0.0e+00 4.0e+12 0.0e+00 2.5e+11 0.0e+00 -3.0e+11 0.0e+00 9.7e+09 0.0e+00 4.2e+09 227400
2005 12 24  548 358 20880 1.5e+07 1.1e+12 6.0e+05 3.5e+10 4.4e+07 4.0e+12 9.2e+05 2.5e+11 7.9e+04 -3.0e+11 1.7e+04 9.7e+09 4.2e+03 4.2e+09 227100
2005 12 26 2118 360 76681 0.0e+00 1.1e+12 0.0e+00 3.5e+10 0.0e+00 4.0e+12 0.0e+00 2.5e+11 0.0e+00 -3.0e+11 0.0e+00 9.7e+09 0.0e+00 4.2e+09 84600
2005 12 29 1243 363 45781 7.9e+06 1.1e+12 2.3e+05 3.5e+10 2.1e+08 4.0e+12 2.7e+07 2.5e+11 1.1e+06 -3.0e+11 1.2e+05 9.7e+09 4.3e+04 4.2e+09 226800
2006  1  1  413   1 15180 6.0e+06 1.1e+12 2.3e+05 3.5e+10 2.3e+07 4.0e+12 1.1e+06 2.5e+11 8.9e+04 -3.0e+11 1.9e+04 9.7e+09 4.4e+03 4.2e+09 228000
2006  1  3 1938   3 70681 7.9e+06 1.1e+12 3.5e+05 3.5e+10 1.0e+08 4.0e+12 7.6e+06 2.5e+11 3.3e+05 -3.0e+11 2.9e+04 9.7e+09 7.6e+03 4.2e+09 228000
2006  1  6 1103   6 39780 4.6e+07 1.1e+12 1.4e+06 3.5e+10 8.9e+07 4.0e+12 1.2e+06 2.5e+11 1.3e+05 -3.0e+11 2.8e+04 9.7e+09 6.8e+03 4.2e+09 227700
2006  1  9  238   9  9481 1.3e+07 1.1e+12 7.2e+05 3.5e+10 4.8e+07 4.0e+12 5.6e+05 2.5e+11 6.6e+04 -3.0e+11 1.7e+04 9.7e+09 4.1e+03 4.2e+09 228600
2006  1 11 1803  11 64981 5.1e+07 1.1e+12 2.6e+06 3.5e+10 1.8e+08 4.0e+12 2.3e+06 2.5e+11 2.7e+05 -3.0e+11 6.4e+04 9.7e+09 1.7e+04 4.2e+09 227700
2006  1 14  933  14 34380 5.2e+07 1.1e+12 2.3e+06 3.5e+10 1.6e+08 4.0e+12 2.4e+06 2.5e+11 3.8e+05 -3.0e+11 1.1e+05 9.7e+09 2.8e+04 4.2e+09 228300
2006  1 17   58  17  3481 7.3e+07 1.1e+12 2.8e+06 3.5e+10 2.2e+08 4.0e+12 4.8e+06 2.5e+11 7.2e+05 -3.0e+11 1.9e+05 9.7e+09 5.3e+04 4.2e+09 228000
2006  1 19 1628  19 59280 5.4e+07 1.1e+12 2.3e+06 3.5e+10 1.9e+08 4.0e+12 2.4e+06 2.5e+11 2.4e+05 -3.0e+11 5.6e+04 9.7e+09 1.4e+04 4.2e+09 227700
2006  1 22  753  22 28380 4.3e+07 1.1e+12 2.1e+06 3.5e+10 1.5e+08 4.0e+12 1.7e+06 2.5e+11 1.9e+05 -3.0e+11 4.8e+04 9.7e+09 1.1e+04 4.2e+09 228000
2006  1 24 2318  24 83881 6.3e+07 1.1e+12 3.2e+06 3.5e+10 4.1e+08 4.0e+12 1.0e+07 2.5e+11 4.3e+05 -3.0e+11 8.3e+04 9.7e+09 2.2e+04 4.2e+09 227700
2006  1 27 1448  27 53281 2.4e+07 1.1e+12 1.2e+06 3.5e+10 1.1e+08 4.0e+12 3.4e+06 2.5e+11 3.1e+05 -3.0e+11 5.4e+04 9.7e+09 1.6e+04 4.2e+09 227700
2006  1 30  613  30 22381 6.2e+07 1.1e+12 3.2e+06 3.5e+10 2.7e+08 4.0e+12 4.0e+06 2.5e+11 4.1e+05 -3.0e+11 8.6e+04 9.7e+09 2.2e+04 4.2e+09 227700
2006  2  1 2143  32 78181 6.2e+07 1.1e+12 2.6e+06 3.5e+10 1.6e+08 4.0e+12 2.2e+06 2.5e+11 2.6e+05 -3.0e+11 5.9e+04 9.7e+09 1.5e+04 4.2e+09 228000
2006  2  4 1313  35 47580 1.9e+07 1.1e+12 1.0e+06 3.5e+10 6.4e+07 4.0e+12 7.3e+05 2.5e+11 8.5e+04 -3.0e+11 2.1e+04 9.7e+09 5.3e+03 4.2e+09 228000
2006  2  7  438  38 16680 5.9e+07 1.1e+12 3.3e+06 3.5e+10 2.4e+08 4.0e+12 2.7e+06 2.5e+11 2.8e+05 -3.0e+11 7.0e+04 9.7e+09 1.7e+04 4.2e+09 226800
2006  2  9 2008  40 72481 7.7e+07 1.1e+12 2.7e+06 3.5e+10 1.8e+08 4.0e+12 2.0e+06 2.5e+11 2.3e+05 -3.0e+11 5.9e+04 9.7e+09 1.4e+04 4.2e+09 227700
2006  2 12 1133  43 41581 5.7e+07 1.1e+12 3.1e+06 3.5e+10 1.9e+08 4.0e+12 2.2e+06 2.5e+11 2.6e+05 -3.0e+11 6.7e+04 9.7e+09 1.6e+04 4.2e+09 226800
2006  2 15  303  46 10981 2.7e+07 1.1e+12 1.6e+06 3.5e+10 9.3e+07 4.0e+12 1.1e+06 2.5e+11 1.3e+05 -3.0e+11 3.3e+04 9.7e+09 7.7e+03 4.2e+09 227100
2006  2 17 1828  48 66480 5.8e+07 1.1e+12 3.3e+06 3.5e+10 2.6e+08 4.0e+12 4.3e+06 2.5e+11 2.9e+05 -3.0e+11 6.9e+04 9.7e+09 1.8e+04 4.2e+09 227700
2006  2 20  958  51 35880 5.9e+07 1.1e+12 3.1e+06 3.5e+10 2.2e+08 4.0e+12 2.5e+06 2.5e+11 2.6e+05 -3.0e+11 6.6e+04 9.7e+09 1.7e+04 4.2e+09 228000
2006  2 23  123  54  4980 3.2e+07 1.1e+12 1.5e+06 3.5e+10 1.6e+08 4.0e+12 5.6e+06 2.5e+11 1.7e+05 -3.0e+11 3.2e+04 9.7e+09 8.0e+03 4.2e+09 227700
2006  2 25 1653  56 60781 3.7e+07 1.1e+12 2.1e+06 3.5e+10 1.2e+08 4.0e+12 1.5e+06 2.5e+11 1.7e+05 -3.0e+11 4.4e+04 9.7e+09 1.1e+04 4.2e+09 227700
2006  2 28  818  59 29880 5.9e+07 1.1e+12 2.9e+06 3.5e+10 1.6e+08 4.0e+12 2.0e+06 2.5e+11 2.4e+05 -3.0e+11 6.1e+04 9.7e+09 1.5e+04 4.2e+09 227700
2006  3  2 2343  61 85381 3.1e+07 1.1e+12 1.4e+06 3.5e+10 7.1e+07 4.0e+12 9.4e+05 2.5e+11 1.2e+05 -3.0e+11 2.9e+04 9.7e+09 7.1e+03 4.2e+09 228000
2006  3  5 1513  64 54781 7.4e+07 1.1e+12 3.4e+06 3.5e+10 2.0e+08 4.0e+12 2.7e+06 2.5e+11 2.9e+05 -3.0e+11 7.2e+04 9.7e+09 1.7e+04 4.2e+09 227700
2006  3  8  643  67 24181 6.7e+07 1.1e+12 2.8e+06 3.5e+10 1.5e+08 4.0e+12 2.5e+06 2.5e+11 2.7e+05 -3.0e+11 6.4e+04 9.7e+09 1.5e+04 4.2e+09 227400
2006  3 10 2213  69 79981 8.1e+07 1.1e+12 3.4e+06 3.5e+10 2.1e+08 4.0e+12 9.2e+06 2.5e+11 9.1e+05 -3.0e+11 1.6e+05 9.7e+09 4.1e+04 4.2e+09 227100
2006  3 13 1333  72 48781 5.2e+07 1.1e+12 2.7e+06 3.5e+10 1.4e+08 4.0e+12 2.8e+06 2.5e+11 3.5e+05 -3.0e+11 8.1e+04 9.7e+09 2.0e+04 4.2e+09 227400
2006  3 16  508  75 18481 3.6e+07 1.1e+12 2.0e+06 3.5e+10 1.1e+08 4.0e+12 1.9e+06 2.5e+11 2.0e+05 -3.0e+11 4.5e+04 9.7e+09 1.1e+04 4.2e+09 227700
2006  3 18 2033  77 73982 6.9e+07 1.1e+12 3.4e+06 3.5e+10 2.3e+08 4.0e+12 3.1e+06 2.5e+11 3.1e+05 -3.0e+11 7.5e+04 9.7e+09 1.8e+04 4.2e+09 227400
2006  3 21 1203  80 43380 6.4e+07 1.1e+12 2.7e+06 3.5e+10 3.7e+08 4.0e+12 1.4e+07 2.5e+11 6.8e+05 -3.0e+11 1.2e+05 9.7e+09 3.3e+04 4.2e+09 228300
2006  3 24  328  83 12480 3.6e+07 1.1e+12 1.9e+06 3.5e+10 1.0e+08 4.0e+12 1.7e+06 2.5e+11 1.7e+05 -3.0e+11 4.2e+04 9.7e+09 1.0e+04 4.2e+09 227400
2006  3 26 1858  85 68281 5.1e+07 1.1e+12 3.2e+06 3.5e+10 1.5e+08 4.0e+12 3.0e+06 2.5e+11 3.1e+05 -3.0e+11 7.3e+04 9.7e+09 1.8e+04 4.2e+09 228000
2006  3 29 1028  88 37680 5.1e+07 1.1e+12 3.3e+06 3.5e+10 1.4e+08 4.0e+12 2.4e+06 2.5e+11 2.8e+05 -3.0e+11 7.0e+04 9.7e+09 1.7e+04 4.2e+09 227100
2006  4  1  153  91  6780 4.2e+07 1.1e+12 2.7e+06 3.5e+10 1.1e+08 4.0e+12 1.9e+06 2.5e+11 2.4e+05 -3.0e+11 5.9e+04 9.7e+09 1.5e+04 4.2e+09 226800
2006  4  3 1723  93 62580 4.4e+07 1.1e+12 2.5e+06 3.5e+10 1.1e+08 4.0e+12 2.3e+06 2.5e+11 3.0e+05 -3.0e+11 7.4e+04 9.7e+09 2.1e+04 4.2e+09 227700
2006  4  6  843  96 31381 3.6e+07 1.1e+12 1.5e+06 3.5e+10 6.1e+07 4.0e+12 1.3e+06 2.5e+11 1.8e+05 -3.0e+11 5.6e+04 9.7e+09 1.5e+04 4.2e+09 227400
2006  4  9   18  99  1081 3.9e+07 1.1e+12 1.6e+06 3.5e+10 6.2e+07 4.0e+12 1.5e+06 2.5e+11 1.7e+05 -3.0e+11 4.0e+04 9.7e+09 1.0e+04 4.2e+09 228000
2006  4 11 1543 101 56581 1.1e+08 1.1e+12 3.7e+06 3.5e+10 7.2e+08 4.0e+12 8.1e+07 2.5e+11 5.4e+06 -3.0e+11 1.5e+06 9.7e+09 4.2e+05 4.2e+09 227700
2006  4 14  713 104 25981 3.6e+07 1.1e+12 2.0e+06 3.5e+10 4.9e+08 4.0e+12 5.6e+07 2.5e+11 3.2e+06 -3.0e+11 3.8e+05 9.7e+09 1.1e+05 4.2e+09 228000
2006  4 16 2238 106 81481 6.0e+07 1.1e+12 3.3e+06 3.5e+10 2.1e+08 4.0e+12 1.1e+07 2.5e+11 1.5e+06 -3.0e+11 3.5e+05 9.7e+09 9.1e+04 4.2e+09 227700
2006  4 19 1408 109 50881 5.2e+07 1.1e+12 3.0e+06 3.5e+10 2.5e+08 4.0e+12 7.6e+06 2.5e+11 5.4e+05 -3.0e+11 1.2e+05 9.7e+09 2.9e+04 4.2e+09 227700
2006  4 22  533 112 19981 5.0e+07 1.1e+12 3.4e+06 3.5e+10 1.2e+08 4.0e+12 2.5e+06 2.5e+11 3.2e+05 -3.0e+11 7.7e+04 9.7e+09 1.8e+04 4.2e+09 227400
2006  4 24 2103 114 75781 4.6e+07 1.1e+12 2.7e+06 3.5e+10 1.1e+08 4.0e+12 2.2e+06 2.5e+11 2.3e+05 -3.0e+11 5.7e+04 9.7e+09 1.4e+04 4.2e+09 228000
2006  4 27 1233 117 45181 6.7e+07 1.1e+12 3.9e+06 3.5e+10 1.4e+08 4.0e+12 2.7e+06 2.5e+11 3.2e+05 -3.0e+11 8.3e+04 9.7e+09 2.0e+04 4.2e+09 228000
2006  4 30  353 120 13981 6.9e+07 1.1e+12 3.8e+06 3.5e+10 1.3e+08 4.0e+12 3.2e+06 2.5e+11 4.3e+05 -3.0e+11 9.9e+04 9.7e+09 2.7e+04 4.2e+09 227100
2006  5  2 1928 122 70080 6.1e+07 1.1e+12 3.0e+06 3.5e+10 1.1e+08 4.0e+12 5.2e+06 2.5e+11 6.7e+05 -3.0e+11 1.1e+05 9.7e+09 3.3e+04 4.2e+09 228000
2006  5  5 1053 125 39180 2.4e+07 1.1e+12 1.3e+06 3.5e+10 4.2e+07 4.0e+12 1.1e+06 2.5e+11 1.3e+05 -3.0e+11 2.9e+04 9.7e+09 8.2e+03 4.2e+09 87900
2006  5  8  223 128  8580 6.6e+07 1.1e+12 3.7e+06 3.5e+10 2.5e+08 4.0e+12 9.5e+06 2.5e+11 4.5e+05 -3.0e+11 8.6e+04 9.7e+09 2.2e+04 4.2e+09 228000
2006  5 10 1743 130 63780 5.2e+07 1.1e+12 2.7e+06 3.5e+10 1.0e+08 4.0e+12 3.3e+06 2.5e+11 3.7e+05 -3.0e+11 7.6e+04 9.7e+09 2.0e+04 4.2e+09 227100
2006  5 13  918 133 33480 2.0e+07 1.1e+12 1.1e+06 3.5e+10 7.7e+07 4.0e+12 4.1e+06 2.5e+11 2.8e+05 -3.0e+11 4.8e+04 9.7e+09 1.6e+04 4.2e+09 228000
2006  5 16   43 136  2580 6.3e+07 1.1e+12 3.3e+06 3.5e+10 6.0e+08 4.0e+12 2.4e+07 2.5e+11 5.0e+05 -3.0e+11 8.9e+04 9.7e+09 2.1e+04 4.2e+09 227700
2006  5 18 1613 138 58381 1.2e+07 1.1e+12 7.0e+05 3.5e+10 2.2e+07 4.0e+12 5.8e+05 2.5e+11 7.8e+04 -3.0e+11 1.9e+04 9.7e+09 4.6e+03 4.2e+09 227400
2006  5 21  733 141 27180 5.1e+07 1.1e+12 3.2e+06 3.5e+10 1.1e+08 4.0e+12 2.8e+06 2.5e+11 2.9e+05 -3.0e+11 7.0e+04 9.7e+09 1.7e+04 4.2e+09 227700
2006  5 23 2303 143 82981 5.1e+07 1.1e+12 2.7e+06 3.5e+10 3.5e+08 4.0e+12 1.1e+07 2.5e+11 3.1e+05 -3.0e+11 6.0e+04 9.7e+09 1.5e+04 4.2e+09 228000
2006  5 26 1433 146 52380 4.1e+07 1.1e+12 2.5e+06 3.5e+10 1.2e+08 4.0e+12 1.9e+06 2.5e+11 2.3e+05 -3.0e+11 5.9e+04 9.7e+09 1.5e+04 4.2e+09 227700
2006  5 29  603 149 21781 7.0e+07 1.1e+12 2.8e+06 3.5e+10 8.4e+07 4.0e+12 2.4e+06 2.5e+11 3.3e+05 -3.0e+11 9.5e+04 9.7e+09 2.8e+04 4.2e+09 228000
2006  5 31 2133 151 77580 1.2e+08 1.1e+12 3.5e+06 3.5e+10 1.0e+08 4.0e+12 3.0e+06 2.5e+11 3.6e+05 -3.0e+11 1.1e+05 9.7e+09 3.2e+04 4.2e+09 228300
2006  6  3 1253 154 46381 4.3e+07 1.1e+12 2.2e+06 3.5e+10 6.7e+07 4.0e+12 1.6e+06 2.5e+11 2.0e+05 -3.0e+11 5.0e+04 9.7e+09 1.1e+04 4.2e+09 227400
2006  6  6  428 157 16081 4.2e+07 1.1e+12 2.5e+06 3.5e+10 7.6e+07 4.0e+12 1.8e+06 2.5e+11 2.1e+05 -3.0e+11 5.5e+04 9.7e+09 1.4e+04 4.2e+09 228300
2006  6  8 1953 159 71581 6.5e+07 1.1e+12 3.7e+06 3.5e+10 3.5e+08 4.0e+12 2.0e+07 2.5e+11 7.7e+05 -3.0e+11 9.6e+04 9.7e+09 2.7e+04 4.2e+09 227100
2006  6 11 1123 162 40980 6.1e+07 1.1e+12 3.4e+06 3.5e+10 1.2e+08 4.0e+12 3.1e+06 2.5e+11 3.1e+05 -3.0e+11 7.8e+04 9.7e+09 1.9e+04 4.2e+09 227400
2006  6 14  243 165  9780 5.4e+07 1.1e+12 3.0e+06 3.5e+10 8.4e+07 4.0e+12 2.1e+06 2.5e+11 2.8e+05 -3.0e+11 7.1e+04 9.7e+09 1.7e+04 4.2e+09 227400
2006  6 16 1813 167 65581 7.5e+07 1.1e+12 3.8e+06 3.5e+10 4.0e+08 4.0e+12 1.2e+07 2.5e+11 4.0e+05 -3.0e+11 8.4e+04 9.7e+09 2.1e+04 4.2e+09 228000
2006  6 19 1328 167 84181 6.6e+07 1.1e+12 3.8e+06 3.5e+10 6.2e+08 4.0e+12 3.1e+07 2.5e+11 6.9e+05 -3.0e+11 1.1e+05 9.7e+09 2.8e+04 4.2e+09 241800
2006  6 22  113 173  4381 4.3e+07 1.1e+12 2.4e+06 3.5e+10 6.9e+07 4.0e+12 2.1e+06 2.5e+11 3.0e+05 -3.0e+11 7.6e+04 9.7e+09 2.1e+04 4.2e+09 214500
