Orbit Start Time     Orbit Stop Time     External Fluence     Attenuated Fluence
yyyy:doy:hh:mm:ss   yyyy:doy:hh:mm:ss    (p/cm^2-sr-Mev)       (p/cm^2-sr-Mev)
--------------------------------------------------------------------------------
2014:170:13:04:00   2014:173:04:29:00    2.37737376816e+09    8.71368509160e+08
2014:173:04:29:00   2014:175:19:59:00    2.15094882810e+09    7.13555793600e+08
2014:175:19:59:00   2014:178:11:29:00    1.84935956280e+09    1.04719530480e+08
2014:178:11:29:00   2014:181:02:54:00    2.15775214683e+09    3.28732660806e+08
2014:181:02:54:00   2014:183:18:24:00    2.51574072219e+09    6.89304308190e+08
2014:183:18:24:00   2014:186:09:54:01    3.43120354518e+09    1.23143435268e+09
2014:186:09:54:01   2014:189:01:19:00    2.57379385029e+09    1.78319332890e+08
2014:189:01:19:00   2014:191:16:54:00    2.91883466160e+09    6.83419267020e+08
2014:191:16:54:00   2014:194:08:24:01    2.16616686732e+09    4.30856610000e+07
2014:194:08:24:01   2014:196:23:49:00    2.03619197877e+09    5.69752179900e+08
2014:196:23:49:00   2014:199:15:19:01    2.31648191685e+09    6.83322586050e+08
2014:199:15:19:01   2014:202:06:44:01    1.86056793714e+09    2.57881976640e+08
2014:202:06:44:01   2014:204:22:14:00    1.82484274074e+09    5.76493146360e+08
2014:204:22:14:00   2014:207:13:44:01    2.14655291700e+09    6.48596014500e+08
2014:207:13:44:01   2014:210:05:09:01    1.99308506841e+09    1.29804720000e+08
2014:210:05:09:01   2014:212:20:39:00    2.82249765741e+09    1.37763044811e+09
2014:212:20:39:00   2014:215:12:04:01    2.25150899952e+09    4.20804276720e+08
2014:215:12:04:01   2014:218:03:34:00    2.06863302120e+09    4.73771887200e+08
2014:218:03:34:00   2014:220:19:04:00    2.17046804130e+09    5.91404245800e+08
2014:220:19:04:00   2014:223:10:34:00    2.14935607140e+09    1.32602750700e+08
2014:223:10:34:00   2014:226:01:59:00    2.41929638610e+09    6.21892452000e+08
2014:226:01:59:00   2014:228:18:14:01    4.75633999800e+08    3.24570622800e+08
2014:228:18:14:01   2014:231:08:54:00    2.36625152130e+09    6.07021156500e+08
2014:231:08:54:00   2014:234:00:24:00    3.72924888630e+09    2.09132077350e+09
2014:234:00:24:00   2014:236:15:54:01    1.99563274860e+09    5.35535892600e+08
2014:236:15:54:01   2014:239:07:19:00    2.60994496260e+09    3.45028600200e+08
2014:239:07:19:00   2014:241:22:49:00    2.54500806570e+09    8.58227585400e+08
2014:241:22:49:00   2014:244:14:14:01    2.30910781320e+09    6.04797439800e+08
2014:244:14:14:01   2014:247:05:44:00    2.05021416392e+09    5.69415197418e+08
2014:247:05:44:00   2014:249:21:14:00    2.85044613556e+09    1.30374652456e+09
2014:249:21:14:00   2014:252:12:39:00    2.93402364213e+09    1.47723567813e+09
2014:252:12:39:00   2014:255:04:09:00    2.26363634820e+09    9.10026658200e+08
2014:255:04:09:00   2014:257:19:34:00    5.15393111748e+09    1.01113198908e+09
2014:257:19:34:00   2014:260:11:04:00    8.06486666421e+09    5.81260210572e+09
2014:260:11:04:00   2014:263:02:29:00    1.59824871876e+09    5.08087287312e+08
2014:263:02:29:00   2014:265:17:59:00    1.61685167742e+09    6.42843272220e+08
2014:265:17:59:00   2014:268:09:24:01    1.39711751388e+09    5.22889442880e+08
2014:268:09:24:01   2014:271:00:54:00    1.77815514120e+09    6.27967889700e+08
2014:271:00:54:00   2014:273:16:24:01    1.63090357632e+09    3.26748721104e+08
2014:273:16:24:01   2014:276:07:54:00    1.36731697890e+09    4.38525687900e+08
2014:276:07:54:00   2014:278:23:19:00    2.00102114667e+09    6.25446663870e+08
2014:278:23:19:00   2014:281:14:49:00    1.51732857450e+09    4.86813406500e+08
2014:281:14:49:00   2014:284:06:14:00    1.47199017330e+09    4.11377265000e+08
2014:284:06:14:00   2014:286:21:44:00    2.26800398700e+09    5.88709071000e+08
2014:286:21:44:00   2014:289:13:09:01    1.49732406000e+09    4.07559189000e+08
2014:289:13:09:01   2014:292:04:39:00    1.95927990030e+09    3.81284040000e+08
2014:292:04:39:00   2014:294:20:04:00    2.69077199700e+09    5.89863324000e+08
2014:294:20:04:00   2014:297:11:34:01    1.63437192900e+09    2.79446964600e+08
:   2014:300:03:04:00    1.63916389800e+08    5.40300162000e+07
2014:300:03:04:00   2014:302:18:34:01    2.70174092880e+09    5.37794649960e+08
2014:302:18:34:01   2014:305:10:04:00    1.73900627100e+09    7.51216278000e+08
2014:305:10:04:00   2014:308:01:29:01    2.38941606000e+09    6.21923640600e+08
2014:308:01:29:01   2014:310:16:54:01    2.69305594800e+09    4.14759622800e+08
2014:310:16:54:01   2014:313:08:24:01    1.96682352000e+09    7.84869786000e+08
2014:313:08:24:01   2014:315:23:54:01    2.07484974030e+09    8.48047032300e+08
2014:315:23:54:01   2014:318:15:19:10    1.84016118600e+09    9.94071303000e+08
2014:318:15:19:10   2014:321:06:49:00    1.46216243820e+09    4.81178050200e+08
2014:321:06:49:00   2014:323:22:19:01    2.11919917770e+09    8.55174506700e+08
2014:323:22:19:01   2014:326:13:49:00    1.75042333500e+09    8.35053726000e+08
2014:326:13:49:00   2014:329:05:19:00    1.60042410660e+09    8.45870523600e+08
2014:329:05:19:00   2014:331:20:44:00    2.29359496500e+09    8.52220551000e+08
2014:331:20:44:00   2014:334:12:14:00    1.71970780380e+09    8.69971756800e+08
2014:334:12:14:00   2014:337:03:39:01    1.93427784240e+09    7.29791419200e+08
2014:337:03:39:01   2014:339:19:09:00    2.33651856600e+09    8.69242182600e+08
2014:339:19:09:00   2014:342:10:39:00    1.80566141430e+09    8.51326320300e+08
2014:342:10:39:00   2014:345:02:04:00    2.00554931100e+09    7.17808503000e+08
2014:345:02:04:00   2014:347:17:34:00    2.14048407750e+09    7.25477027700e+08
2014:347:17:34:00   2014:350:09:04:01    2.17426950330e+09    8.43593306400e+08
2014:350:09:04:01   2014:353:00:34:00    2.37500680380e+09    5.66872909740e+08
2014:353:00:34:00   2014:355:16:04:01    2.58942632820e+09    6.34923922560e+08
2014:355:16:04:01   2014:358:07:34:01    2.55272442630e+09    3.36827125800e+08
2014:358:07:34:01   2014:360:22:59:01    2.92894073370e+09    7.82103125400e+08
2014:360:22:59:01   2014:363:14:29:00    3.07891596660e+09    7.98410896200e+08
2014:363:14:29:00   2015:001:05:54:01    3.25246485120e+09    1.36386657720e+09
2015:001:05:54:01   2015:003:21:24:01    3.61260495300e+09    5.91776331600e+08
2015:003:21:24:01   2015:006:12:54:00    3.69105307200e+09    1.81638178200e+09
2015:006:12:54:00   2015:009:04:19:01    3.90316636800e+09    0.00000000000e+00
2015:009:04:19:01   2015:011:19:49:00    4.33006783800e+09    2.10981316800e+09
2015:011:19:49:00   2015:014:11:19:00    4.17144841350e+09    2.15761064550e+09
2015:014:11:19:00   2015:017:02:44:00    4.26650879790e+09    1.34056285338e+09
2015:017:02:44:00   2015:019:18:14:00    4.46533752840e+09    2.61297065340e+09
2015:019:18:14:00   2015:022:09:44:01    3.99564181500e+09    2.21668897500e+09
2015:022:09:44:01   2015:025:01:09:02    3.82648691850e+09    2.22649810350e+09
2015:025:01:09:02   2015:027:16:39:01    4.18436141070e+09    2.23378770570e+09
2015:027:16:39:01   2015:030:08:09:01    3.28057769340e+09    3.14091022680e+08
2015:030:08:09:01   2015:032:23:34:00    3.65360495970e+09    1.60807639170e+09
2015:032:23:34:00   2015:035:15:04:01    4.04694323910e+09    1.71765974910e+09
2015:035:15:04:01   2015:038:06:29:01    3.61019672820e+09    1.70269571820e+09
2015:038:06:29:01   2015:040:21:59:01    3.80548275960e+09    1.07746916820e+09
2015:040:21:59:01   2015:043:13:29:01    3.56695233000e+09    1.22976118500e+09
2015:043:13:29:01   2015:046:04:59:00    3.59094767880e+09    1.25128801500e+09
2015:046:04:59:00   2015:048:20:24:00    3.58093637250e+09    1.27641332070e+09
2015:048:20:24:00   2015:051:11:54:01    3.77484551160e+09    9.91188653100e+08
2015:051:11:54:01   2015:054:03:19:01    3.32654508750e+09    1.10646171726e+09
2015:054:03:19:01   2015:056:18:49:01    1.49237813550e+09    3.82253529000e+08
2015:056:18:49:01   2015:059:10:14:04    7.13272232490e+07    2.89888839150e+07
2015:059:10:14:04   2015:062:01:44:01    7.15396659900e+08    4.33742788740e+08
:   2015:064:20:09:03    9.68821706322e+07    5.14487669322e+07
2015:064:20:09:03   2015:067:09:49:02    2.87020425600e+08    1.76690397600e+08
2015:067:09:49:02   2015:070:00:04:01    1.21256118156e+08    7.72233436632e+07
2015:070:00:04:01   2015:072:15:34:01    7.72678807530e+07    7.04262067443e+07
2015:072:15:34:01   2015:075:07:04:01    8.76791952381e+07    2.91036675384e+07
2015:075:07:04:01   2015:077:22:34:01    1.68524934240e+09    5.31028158000e+07
2015:077:22:34:01   2015:080:13:59:02    6.90899654100e+08    4.06251017100e+08
:   2015:083:06:09:30    4.57556838900e+08    3.62666634900e+08
:   2015:083:06:09:29    4.57556838900e+08    3.62666634900e+08
:   2015:083:06:09:29    4.57556838900e+08    3.62666634900e+08
:   2015:083:06:09:29    4.57556838900e+08    3.62666634900e+08
:   2015:085:20:54:01    6.56475253500e+08    5.37110945700e+08
2015:085:20:54:01   2015:088:12:24:01    2.63894155064e+08    1.81817798864e+08
2015:088:12:24:01   2015:091:03:49:01    1.83232160120e+08    1.45650112819e+08
2015:091:03:49:01   2015:093:19:19:01    2.77694572800e+08    2.34793272000e+08
2015:093:19:19:01   2015:096:10:44:01    1.94101484700e+08    1.01916491580e+08
2015:096:10:44:01   2015:099:02:14:01    2.06452691091e+07    1.65444673806e+07
2015:099:02:14:01   2015:101:17:44:01    5.24439088200e+08    1.45175748840e+08
2015:101:17:44:01   2015:104:09:15:54    5.57331444261e+07    2.87343933284e+07
2015:104:09:15:54   2015:107:00:39:01    9.11871609900e+08    4.13767003200e+08
2015:107:00:39:01   2015:109:16:09:01    4.71112101600e+08    1.38437011620e+08
2015:109:16:09:01   2015:112:07:34:01    2.99455212000e+08    2.66406744000e+08
2015:112:07:34:01   2015:114:23:04:01    1.60794361800e+08    1.23856920000e+08
2015:114:23:04:01   2015:117:14:34:02    3.49011339660e+07    2.27426709276e+07
2015:117:14:34:02   2015:120:05:59:01    1.12804169293e+08    9.05235223932e+07
2015:120:05:59:01   2015:122:21:29:02    8.38130121000e+07    6.91949409000e+07
2015:122:21:29:02   2015:125:12:59:02    1.52442802800e+08    1.14097285200e+08
2015:125:12:59:02   2015:128:04:29:02    2.68239720600e+08    2.20002935400e+08
2015:128:04:29:02   2015:130:19:59:01    1.62195726493e+08    8.32122105372e+07
2015:130:19:59:01   2015:133:11:24:01    5.18196406200e+08    2.88903433800e+08
2015:133:11:24:01   2015:136:02:54:01    3.01627431600e+08    1.65578455200e+08
2015:136:02:54:01   2015:138:18:19:01    1.31320731793e+08    8.08042908964e+07
2015:138:18:19:01   2015:141:09:49:01    2.83689060600e+08    2.32902415800e+08
2015:141:09:49:01   2015:144:01:19:01    4.99568481864e+07    3.16726447104e+07
2015:144:01:19:01   2015:146:16:44:01    6.66987856932e+07    3.14717323932e+07
2015:146:16:44:01   2015:149:08:14:01    1.46328742393e+08    1.06871140693e+08
2015:149:08:14:01   2015:151:23:44:01    8.40494322000e+07    6.67661112000e+07
2015:151:23:44:01   2015:154:15:14:01    7.58134670499e+07    5.24138424567e+07
2015:154:15:14:01   2015:157:06:44:01    1.85444819361e+07    8.50886121825e+06
2015:157:06:44:01   2015:159:22:09:01    4.89708809428e+08    3.77651078312e+08
2015:159:22:09:01   2015:162:13:39:01    4.96537080600e+08    1.56244299120e+08
2015:162:13:39:01   2015:165:05:09:01    2.35260117300e+08    1.29307753620e+08
2015:165:05:09:01   2015:167:20:34:01    4.39460057400e+08    3.47732237100e+08
2015:167:20:34:01   2015:170:12:04:01    1.98817494219e+08    1.58700985551e+08
2015:170:12:04:01   2015:173:03:29:01    5.91827470014e+07    2.42116460469e+07
2015:173:03:29:01   2015:175:18:59:01    4.32134827032e+09    8.44268226024e+08
2015:175:18:59:01   2015:178:10:29:01    4.14785401818e+09    1.09314180018e+09
2015:178:10:29:01   2015:181:01:59:01    1.37685389060e+09    3.13123447104e+08
2015:181:01:59:01   2015:183:17:29:01    7.47074071555e+08    1.19408873856e+08
2015:183:17:29:01   2015:186:08:54:02    3.85381709835e+09    7.35301688714e+07
2015:186:08:54:02   2015:189:00:24:02    1.28020140846e+09    2.80045982936e+08
2015:189:00:24:02   2015:191:15:49:01    5.39356903814e+08    1.51738327813e+08
2015:191:15:49:01   2015:194:07:19:02    3.24602779760e+09    9.52023733764e+08
2015:194:07:19:02   2015:196:22:49:01    4.33423710846e+09    3.46963675168e+08
2015:196:22:49:01   2015:199:14:14:01    1.76560546254e+09    6.68769006523e+08
2015:199:14:14:01   2015:202:05:44:01    3.00871024778e+08    4.60811936404e+07
2015:202:05:44:01   2015:204:21:14:01    2.18449442325e+09    2.58422750850e+08
2015:204:21:14:01   2015:207:12:39:01    2.04360964659e+09    6.22783081584e+08
2015:207:12:39:01   2015:210:04:09:01    5.79490078296e+08    2.54346092622e+08
2015:210:04:09:01   2015:212:19:39:02    1.26254991686e+09    6.55831053264e+08
2015:212:19:39:02   2015:215:11:04:01    2.23981141872e+09    8.62797528741e+08
2015:215:11:04:01   2015:218:02:34:01    4.69006133439e+08    1.04145407138e+08
2015:218:02:34:01   2015:220:17:59:01    4.36574678466e+09    1.07970054066e+09
2015:220:17:59:01   2015:223:09:29:01    1.56553445010e+09    4.90645166400e+08
2015:223:09:29:01   2015:226:00:54:01    1.17779903871e+09    1.72726048782e+08
2015:226:00:54:01   2015:228:16:24:01    5.06826050565e+09    8.24189302647e+08
2015:228:16:24:01   2015:231:07:54:01    2.51345496222e+09    5.35762417908e+08
2015:231:07:54:01   2015:233:23:19:01    1.77280165500e+09    3.78680634600e+08
2015:233:23:19:01   2015:236:14:49:01    2.05821692056e+09    8.68431455550e+08
2015:236:14:49:01   2015:239:06:19:02    2.51315378105e+09    2.61474788936e+08
2015:239:06:19:02   2015:241:21:44:02    4.43832840120e+09    1.19703386430e+09
2015:241:21:44:02   2015:244:13:14:01    9.57668377269e+08    3.62160730270e+08
2015:244:13:14:01   2015:247:04:39:01    6.98159075520e+08    2.53637960820e+08
2015:247:04:39:01   2015:249:20:09:01    3.69566636800e+09    7.23084748008e+08
2015:249:20:09:01   2015:252:11:34:01    3.76283327604e+09    1.63240118904e+09
2015:252:11:34:01   2015:255:03:04:01    5.05786863238e+09    1.09576639739e+09
2015:255:03:04:01   2015:257:18:29:01    3.27985785522e+09    7.27547414217e+08
2015:257:18:29:01   2015:260:09:59:01    2.00129451870e+09    9.61149188700e+08
2015:260:09:59:01   2015:263:01:29:01    1.36802624928e+09    3.21698546196e+08
2015:263:01:29:01   2015:265:16:59:01    4.82268428587e+09    8.92273258500e+08
:   2015:268:08:44:22    5.13000000000e+03    0.00000000000e+00
:   2015:268:08:44:22    5.13000000000e+03    0.00000000000e+00
2015:268:08:44:22   2015:270:23:54:01    9.58613312064e+08    1.36592506073e+08
2015:270:23:54:01   2015:273:15:19:02    4.74615481821e+08    1.80103084825e+08
2015:273:15:19:02   2015:276:06:49:02    9.09722526957e+08    3.82051342256e+08
2015:276:06:49:02   2015:278:22:14:01    2.04667050420e+09    7.93390381500e+08
2015:278:22:14:01   2015:281:13:44:01    6.45697720590e+09    2.08717542090e+09
2015:281:13:44:01   2015:284:05:09:02    3.97884396765e+09    1.06291829835e+09
2015:284:05:09:02   2015:286:20:39:01    2.65476583114e+09    1.36883620264e+09
2015:286:20:39:01   2015:289:12:09:01    2.35661270204e+09    1.15802432804e+09
2015:289:12:09:01   2015:292:03:39:01    6.65632108500e+08    4.67462626560e+08
2015:292:03:39:01   2015:294:19:04:01    8.15976176487e+08    2.30842551476e+08
2015:294:19:04:01   2015:297:10:34:01    1.81556411051e+09    1.11760460230e+09
2015:297:10:34:01   2015:300:01:59:01    8.80164227630e+08    1.81158966350e+08
2015:300:01:59:01   2015:302:17:29:01    4.42438530620e+08    1.36893152834e+08
2015:302:17:29:01   2015:305:08:54:01    7.63038392276e+08    2.77829494976e+08
2015:305:08:54:01   2015:308:11:59:02    3.46098090257e+09    1.63716367158e+09
2015:308:11:59:02   2015:310:15:49:03    1.45408466265e+09    8.59864093650e+08
2015:310:15:49:03   2015:313:07:19:02    2.85268478692e+09    1.49373953092e+09
2015:313:07:19:02   2015:315:22:49:02    4.27380208134e+09    1.37281512834e+09
2015:315:22:49:02   2015:318:14:19:01    2.03188597535e+09    1.04762044051e+09
2015:318:14:19:01   2015:321:05:49:03    7.40489823048e+08    3.03097147248e+08
2015:321:05:49:03   2015:323:21:14:01    1.42619412055e+09    6.12896955553e+08
2015:323:21:14:01   2015:326:12:44:01    6.49050597774e+08    3.63846519773e+08
2015:326:12:44:01   2015:329:04:09:02    1.47497407428e+08    2.89354532103e+07
2015:329:04:09:02   2015:331:19:39:01    3.78148877613e+08    7.93210037055e+07
2015:331:19:39:01   2015:334:11:04:01    2.35134187422e+09    8.20447491420e+08
2015:334:11:04:01   2015:337:02:34:01    1.90445130788e+09    3.01597838185e+08
2015:337:02:34:01   2015:339:18:04:02    2.19924280252e+09    3.46425877357e+08
2015:339:18:04:02   2015:342:09:29:01    3.53846846427e+09    1.26024460377e+09
2015:342:09:29:01   2015:345:00:59:01    1.69395687871e+09    4.31537764680e+08
2015:345:00:59:01   2015:347:16:29:01    5.53079747753e+09    1.39350887753e+09
2015:347:16:29:01   2015:350:07:59:01    1.66302569577e+09    5.45961488585e+08
2015:350:07:59:01   2015:352:23:24:01    3.77794071735e+08    5.51631171497e+07
2015:352:23:24:01   2015:355:14:54:01    5.89817321400e+09    2.32273748220e+09
2015:355:14:54:01   2015:358:06:19:03    1.26771822455e+09    2.68160562048e+08
2015:358:06:19:03   2015:360:21:49:02    1.52330561817e+09    2.12612595060e+08
2015:360:21:49:02   2015:363:13:14:01    2.54883535017e+09    2.49675942088e+08
2015:363:13:14:01   2016:001:04:44:01    9.67672972891e+09    1.69826178707e+09
2016:001:04:44:01   2016:003:20:14:01    3.48710165853e+09    1.48010255226e+08
2016:003:20:14:01   2016:006:11:44:02    2.43370134550e+09    3.90176828746e+08
2016:006:11:44:02   2016:009:03:14:02    1.32240042906e+09    1.89337038258e+08
2016:009:03:14:02   2016:011:18:39:01    1.42073805534e+09    2.89123855503e+08
2016:011:18:39:01   2016:014:10:09:02    1.32562348511e+09    5.90659290105e+08
2016:014:10:09:02   2016:017:01:34:02    9.71222230967e+08    8.91281149727e+07
2016:017:01:34:02   2016:019:17:04:02    1.64150761303e+09    1.04447317896e+08
2016:019:17:04:02   2016:022:08:29:01    1.84014323622e+09    7.81062996720e+08
2016:022:08:29:01   2016:024:23:59:01    1.64497833081e+09    2.32597979730e+08
2016:024:23:59:01   2016:027:15:24:02    9.02591485449e+08    2.89629790452e+08
2016:027:15:24:02   2016:030:06:54:01    2.67481318318e+08    6.08591179148e+07
2016:030:06:54:01   2016:032:22:24:01    4.43538609716e+08    3.04800539152e+08
2016:032:22:24:01   2016:035:13:49:01    5.02138706457e+08    1.23921548316e+08
2016:035:13:49:01   2016:038:05:19:01    2.01390694525e+08    4.33228674246e+07
2016:038:05:19:01   2016:040:20:44:01    1.40093859007e+11    1.28924962184e+11
2016:040:20:44:01   2016:043:12:14:01    4.16231330623e+08    8.35890993758e+07
2016:043:12:14:01   2016:046:03:39:01    1.68095563206e+08    4.01101884748e+07
2016:046:03:39:01   2016:048:19:09:01    3.16375457697e+08    7.90000604799e+07
2016:048:19:09:01   2016:051:10:34:01    1.03802647302e+09    4.07485762309e+08
2016:051:10:34:01   2016:054:02:04:01    4.14520422575e+08    4.95710321022e+07
2016:054:02:04:01   2016:056:17:29:01    6.14529952734e+08    2.81495440736e+08
2016:056:17:29:01   2016:059:08:59:01    3.02054335306e+08    8.39762972243e+07
2016:059:08:59:01   2016:062:00:29:01    4.73046771143e+08    3.24534224811e+07
2016:062:00:29:01   2016:064:15:59:01    1.00080449133e+09    6.43741421204e+07
2016:064:15:59:01   2016:067:07:24:01    3.45254882436e+09    1.11894773414e+09
2016:067:07:24:01   2016:069:22:49:01    2.47346515659e+09    3.49631474190e+08
2016:069:22:49:01   2016:072:14:19:01    2.38662828783e+09    9.36700129828e+08
2016:072:14:19:01   2016:075:05:44:02    1.70767256919e+09    2.70171689185e+08
2016:075:05:44:02   2016:077:21:14:01    4.05909523158e+09    9.08395493028e+08
2016:077:21:14:01   2016:080:12:39:01    1.81090782762e+09    3.34687659324e+08
2016:080:12:39:01   2016:083:04:09:01    8.42079857250e+08    1.95564840198e+08
2016:083:04:09:01   2016:085:19:39:01    8.65910284977e+08    3.76395060273e+08
2016:085:19:39:01   2016:088:11:09:01    1.49953843995e+09    3.17273594043e+08
2016:088:11:09:01   2016:091:02:34:01    8.84180061060e+08    1.68165897420e+08
2016:091:02:34:01   2016:093:18:04:01    1.07308982384e+09    2.55860909768e+07
2016:093:18:04:01   2016:096:09:29:01    1.30980818364e+09    4.25113892010e+08
2016:096:09:29:01   2016:099:00:59:01    1.37951998289e+09    2.96220729888e+08
2016:099:00:59:01   2016:101:16:24:01    2.92604172364e+09    3.54235915852e+08
2016:101:16:24:01   2016:104:07:54:01    3.66520075638e+09    3.67114665296e+08
2016:104:07:54:01   2016:106:23:19:01    2.96512143074e+09    6.37223808575e+08
2016:106:23:19:01   2016:109:14:49:01    1.46778445938e+09    7.94975794380e+08
2016:109:14:49:01   2016:112:06:19:01    5.40649496221e+08    1.93590837720e+08
2016:112:06:19:01   2016:114:21:49:02    9.36554930397e+08    2.96030496777e+08
2016:114:21:49:02   2016:117:13:14:01    2.19867348297e+09    6.06957737970e+08
2016:117:13:14:01   2016:120:04:44:01    4.04138417647e+08    1.61705331846e+08
2016:120:04:44:01   2016:122:20:14:01    1.25059086828e+09    1.67061815170e+08
2016:122:20:14:01   2016:125:11:39:01    2.05335965520e+09    6.06218173800e+08
2016:125:11:39:01   2016:128:03:09:01    8.13720100113e+08    2.69068465134e+08
2016:128:03:09:01   2016:130:18:34:01    4.83152128116e+09    9.46336851600e+08
2016:130:18:34:01   2016:133:10:04:01    1.38901243227e+09    4.64151363090e+08
2016:133:10:04:01   2016:136:01:29:01    6.01745527106e+08    2.69025370491e+08
2016:136:01:29:01   2016:138:16:59:01    4.06618876430e+09    8.79763964319e+08
2016:138:16:59:01   2016:141:08:29:01    1.63217466720e+09    7.38849811200e+08
2016:141:08:29:01   2016:143:23:59:01    1.50625154351e+09    8.87968021308e+08
2016:143:23:59:01   2016:146:15:29:01    1.22517817741e+09    2.17368132671e+08
2016:146:15:29:01   2016:149:06:54:01    3.78498349167e+08    5.96154685222e+07
2016:149:06:54:01   2016:151:22:24:01    7.65464031852e+08    2.23987410492e+08
2016:151:22:24:01   2016:154:13:49:01    1.38934398841e+09    5.07078160206e+08
2016:154:13:49:01   2016:157:05:19:01    5.03876616326e+08    1.20625703425e+08
2016:157:05:19:01   2016:159:20:44:01    4.19811529188e+09    1.62541206672e+09
2016:159:20:44:01   2016:162:12:14:01    1.11991220585e+09    3.34746740901e+08
2016:162:12:14:01   2016:165:03:39:01    1.26278656788e+09    3.81968076240e+08
2016:165:03:39:01   2016:167:19:09:01    4.22991458805e+09    1.02709059405e+09
2016:167:19:09:01   2016:170:10:39:01    2.09784498540e+09    5.41475814000e+08
2016:170:10:39:01   2016:173:02:09:01    2.42799414776e+09    7.42326342556e+08
2016:173:02:09:01   2016:175:17:39:01    1.03548677118e+09    3.94103791684e+08
2016:175:17:39:01   2016:178:09:04:01    1.16933591925e+09    2.79010605150e+08
2016:178:09:04:01   2016:181:00:29:01    1.15174136768e+09    2.48896397361e+08
2016:181:00:29:01   2016:183:15:59:01    1.74379893103e+09    4.71198995132e+08
2016:183:15:59:01   2016:186:07:24:02    7.75400460771e+08    2.00675985051e+08
2016:186:07:24:02   2016:188:22:54:01    7.61617455000e+08    8.12410845006e+07
2016:188:22:54:01   2016:191:14:24:01    5.52046134531e+09    2.14643520831e+09
2016:191:14:24:01   2016:194:05:49:01    2.32282977843e+09    2.95006959015e+08
2016:194:05:49:01   2016:196:21:19:01    4.41951095544e+09    1.17265329894e+09
2016:196:21:19:01   2016:199:20:54:02    2.48110091562e+09    9.69674065620e+08
2016:199:20:54:02   2016:202:04:14:01    1.60489551668e+08    5.56833451998e+07
2016:202:04:14:01   2016:204:19:44:02    7.35939867415e+09    1.15279531700e+09
2016:204:19:44:02   2016:207:11:09:01    3.07929237490e+09    5.19489304896e+08
2016:207:11:09:01   2016:210:02:39:01    1.78492912360e+09    6.68815225236e+07
2016:210:02:39:01   2016:212:18:04:01    3.01855711473e+09    8.81863664739e+08
2016:212:18:04:01   2016:215:09:34:01    5.15624197881e+08    1.67408128881e+08
2016:215:09:34:01   2016:218:00:59:01    2.66338336212e+09    1.27066626312e+09
2016:218:00:59:01   2016:220:16:29:01    3.64067790540e+09    1.82058485040e+09
2016:220:16:29:01   2016:223:07:59:02    2.01004488594e+09    3.21817198141e+08
2016:223:07:59:02   2016:225:23:24:01    3.69559873986e+09    2.55406657020e+08
2016:225:23:24:01   2016:228:14:54:01    1.59455204996e+09    5.41224014957e+08
2016:228:14:54:01   2016:231:06:24:01    8.19930631892e+08    1.83682850192e+08
2016:231:06:24:01   2016:233:21:49:01    5.25448520457e+08    1.55555894758e+08
2016:233:21:49:01   2016:236:13:14:01    9.74380742370e+08    2.25478274837e+08
2016:236:13:14:01   2016:239:04:44:01    2.49451180770e+09    4.10932445460e+08
2016:239:04:44:01   2016:241:20:09:02    6.52546898522e+08    2.07520364522e+08
2016:241:20:09:02   2016:244:11:39:01    1.51080952874e+09    1.10718505574e+09
2016:244:11:39:01   2016:247:03:04:01    2.58199500558e+09    1.58827957878e+09
2016:247:03:04:01   2016:249:18:34:01    1.16606532492e+10    3.00430795920e+09
2016:249:18:34:01   2016:252:10:04:01    2.42039244759e+09    7.62758661150e+08
2016:252:10:04:01   2016:255:01:34:01    1.76802145804e+09    4.85701579110e+07
2016:255:01:34:01   2016:257:16:59:01    9.98077527273e+08    1.94993853633e+08
2016:257:16:59:01   2016:260:08:29:01    5.46731037540e+08    2.90142682740e+08
2016:260:08:29:01   2016:262:23:54:01    3.09967636685e+08    1.13522781485e+08
2016:262:23:54:01   2016:265:15:19:01    2.95268279138e+09    7.11810692580e+08
2016:265:15:19:01   2016:268:06:49:02    4.04153627155e+08    1.00032180110e+08
2016:268:06:49:02   2016:270:22:14:01    1.31388690336e+09    4.08754101696e+08
2016:270:22:14:01   2016:273:13:44:01    8.29448012958e+09    2.38867998378e+09
2016:273:13:44:01   2016:276:05:14:01    5.98231687104e+09    6.06132771048e+08
2016:276:05:14:01   2016:278:20:44:02    3.20742498780e+09    8.07212755800e+08
2016:278:20:44:02   2016:281:12:09:01    2.36682965748e+09    1.07554205149e+09
2016:281:12:09:01   2016:284:03:39:02    5.06526343746e+08    1.41542149446e+08
2016:284:03:39:02   2016:286:19:04:01    1.54193793112e+09    2.48948623644e+08
2016:286:19:04:01   2016:289:10:34:01    3.51415427190e+09    2.28043357320e+09
2016:289:10:34:01   2016:292:01:59:02    2.56622289828e+09    5.83215865500e+08
2016:292:01:59:02   2016:294:17:29:01    3.68638773642e+09    4.05314466729e+08
2016:294:17:29:01   2016:297:08:54:01    5.10661561113e+08    1.35999565622e+08
2016:297:08:54:01   2016:300:00:24:01    5.42741822776e+09    1.65448408163e+09
2016:300:00:24:01   2016:302:15:54:01    1.08821256003e+10    2.40458249250e+09
2016:302:15:54:01   2016:305:07:19:01    2.08003742544e+09    6.96145977408e+08
2016:305:07:19:01   2016:307:22:49:01    1.57853595256e+09    2.65769856303e+08
