Orbit Start Time     Orbit Stop Time     External Fluence     Attenuated Fluence
yyyy:doy:hh:mm:ss   yyyy:doy:hh:mm:ss    (p/cm^2-sr-Mev)       (p/cm^2-sr-Mev)
--------------------------------------------------------------------------------
2011:338:05:49:01   2011:340:21:14:00    1.83675629100e+09    1.06773310200e+09
2011:340:21:14:00   2011:343:12:44:01    1.76282503500e+09    1.12082830500e+09
2011:343:12:44:01   2011:346:04:09:00    1.74839304150e+09    5.37881711700e+08
2011:346:04:09:00   2011:348:19:39:01    1.77721094100e+09    9.39239823600e+08
2011:348:19:39:01   2011:351:11:04:00    1.67141074800e+09    1.21536662100e+09
2011:351:11:04:00   2011:354:02:34:00    1.79178271500e+09    9.12010654200e+08
2011:354:02:34:00   2011:356:17:59:00    1.73990542500e+09    9.75637836000e+08
2011:356:17:59:00   2011:359:09:29:00    1.69323370230e+09    8.25164653500e+08
2011:359:09:29:00   2011:362:01:04:00    1.97002454910e+09    9.98805296100e+08
2011:362:01:04:00   2011:364:16:29:00    1.87374743370e+09    1.06690141830e+09
2011:364:16:29:00   2012:002:07:59:00    1.79902090500e+09    1.24377481800e+09
2012:002:07:59:00   2012:004:23:29:00    2.35481329470e+09    1.21568065470e+09
2012:004:23:29:00   2012:007:14:54:01    1.65493588500e+09    1.22630244900e+09
2012:007:14:54:01   2012:010:06:24:00    1.83996273090e+09    1.12611549990e+09
2012:010:06:24:00   2012:012:21:54:00    2.39486626440e+09    1.28310262740e+09
2012:012:21:54:00   2012:015:13:19:01    1.49258846640e+09    1.17211226040e+09
2012:015:13:19:01   2012:018:04:49:00    1.88544166260e+09    9.69885921600e+08
2012:018:04:49:00   2012:020:20:19:00    2.26728967440e+09    1.21990745340e+09
2012:020:20:19:00   2012:023:11:49:00    2.11628341830e+09    1.60540194954e+09
2012:023:11:49:00   2012:026:03:19:01    4.94283758010e+09    3.28476300000e+07
2012:026:03:19:01   2012:028:18:49:00    2.20693023570e+09    8.18382173100e+08
2012:028:18:49:00   2012:031:10:14:01    1.86157553490e+09    4.98305394000e+08
2012:031:10:14:01   2012:034:01:44:00    1.89614343180e+09    1.01482537950e+09
2012:034:01:44:00   2012:036:17:09:02    1.59449560560e+09    9.81098498100e+08
2012:036:17:09:02   2012:039:08:39:01    3.96066441510e+09    1.34591215830e+09
2012:039:08:39:01   2012:042:00:04:00    1.78295533890e+09    5.24164845900e+08
2012:042:00:04:00   2012:044:15:34:00    1.70277699990e+09    5.01917171700e+08
2012:044:15:34:00   2012:047:07:04:01    1.69928978190e+09    0.00000000000e+00
2012:047:07:04:01   2012:049:22:34:01    1.78428653430e+09    7.18175835600e+08
2012:049:22:34:01   2012:052:14:04:01    1.88441090790e+09    8.62591687500e+08
2012:052:14:04:01   2012:055:05:29:00    1.95386718930e+09    7.81441109100e+08
2012:055:05:29:00   2012:057:20:59:01    2.79117550320e+09    1.03221269220e+09
2012:057:20:59:01   2012:060:12:24:01    4.65753028260e+09    8.72033919000e+08
2012:060:12:24:01   2012:063:03:54:01    2.60134132530e+09    3.06246104820e+08
2012:063:03:54:01   2012:065:19:24:01    2.85444478830e+09    1.62996177030e+09
2012:065:19:24:01   2012:068:10:49:01    4.23638262270e+09    1.20066351054e+09
2012:068:10:49:01   2012:071:02:14:01    8.59062680039e+09    4.48542808500e+08
2012:071:02:14:01   2012:073:17:44:00    1.09457695773e+10    7.09819560000e+07
2012:073:17:44:00   2012:076:09:14:01    3.42963177180e+09    8.90747037600e+08
2012:076:09:14:01   2012:079:00:44:01    3.07550775331e+09    2.09543228209e+09
2012:079:00:44:01   2012:081:16:09:02    2.95133835540e+09    1.95070252500e+09
2012:081:16:09:02   2012:084:07:39:02    2.49001519020e+09    1.50297632712e+09
2012:084:07:39:02   2012:086:23:04:01    1.94841642660e+09    1.15873461360e+09
2012:086:23:04:01   2012:089:14:34:00    3.01456278060e+09    1.63259010000e+09
2012:089:14:34:00   2012:092:05:59:00    2.44746527220e+09    1.56082101720e+09
2012:092:05:59:00   2012:094:21:29:01    2.22236112600e+09    5.48107365480e+08
2012:094:21:29:01   2012:097:12:54:00    2.58132625470e+09    1.42951169370e+09
2012:097:12:54:00   2012:100:04:19:00    2.49820563900e+09    1.37808932238e+09
2012:100:04:19:00   2012:102:19:49:01    2.67464700870e+09    5.05753725300e+08
2012:102:19:49:01   2012:105:11:19:00    2.86762261770e+09    4.00922625300e+08
2012:105:11:19:00   2012:108:02:49:00    2.49554490330e+09    5.61463536300e+08
2012:108:02:49:00   2012:110:18:14:01    2.59202345010e+09    1.22521905510e+09
2012:110:18:14:01   2012:113:09:44:01    2.56361380885e+09    1.29407643386e+09
2012:113:09:44:01   2012:116:01:09:01    2.45043910140e+09    1.31608299720e+09
2012:116:01:09:01   2012:118:16:39:00    2.72563084200e+09    9.84504786600e+08
2012:118:16:39:00   2012:121:08:04:01    2.15551394760e+09    9.93980596500e+08
2012:121:08:04:01   2012:123:23:34:01    2.20088912010e+09    7.85724108300e+08
2012:123:23:34:01   2012:126:14:59:01    3.00661121970e+09    1.04581142670e+09
2012:126:14:59:01   2012:129:06:29:01    2.52651186030e+09    1.21289491890e+09
2012:129:06:29:01   2012:131:21:59:01    2.35719907650e+09    7.05755311320e+08
2012:131:21:59:01   2012:134:13:29:01    3.55151834970e+09    3.34063717020e+08
2012:134:13:29:01   2012:137:04:54:04    3.14303325720e+09    2.06722074690e+09
2012:137:04:54:04   2012:139:20:24:00    4.07671188540e+09    9.63310540680e+08
2012:139:20:24:00   2012:142:11:49:01    3.78194150400e+09    1.68522937440e+09
2012:142:11:49:01   2012:145:03:19:01    3.75857449200e+09    2.39177636100e+09
2012:145:03:19:01   2012:147:18:49:01    4.02328534590e+09    1.81595155590e+09
2012:147:18:49:01   2012:150:10:14:01    3.70383795210e+09    1.71854515710e+09
2012:150:10:14:01   2012:153:01:44:00    4.06788886200e+09    8.68169550000e+07
2012:153:01:44:00   2012:155:17:14:00    3.53793926160e+09    1.41145038660e+09
2012:155:17:14:00   2012:158:08:44:01    3.30578695800e+09    7.66553769000e+08
2012:158:08:44:01   2012:161:00:14:00    3.73823925448e+09    1.71483419248e+09
2012:161:00:14:00   2012:163:15:44:00    3.33569039490e+09    1.14082971990e+09
2012:163:15:44:00   2012:166:07:09:01    5.77424153730e+09    4.09174691730e+09
2012:166:07:09:01   2012:168:22:39:01    4.64433952110e+09    1.56935577810e+09
2012:168:22:39:01   2012:171:14:04:00    4.49732128770e+09    2.20019905770e+09
2012:171:14:04:00   2012:174:05:34:01    3.02974250160e+09    1.45058570460e+09
2012:174:05:34:01   2012:176:21:04:01    2.58321382230e+09    1.20636072822e+09
2012:176:21:04:01   2012:179:12:29:01    3.67648462050e+09    1.91885384850e+09
2012:179:12:29:01   2012:182:03:59:01    2.41530345210e+09    1.18034659710e+09
2012:182:03:59:01   2012:184:19:29:01    3.19529176110e+09    1.50597902610e+09
2012:184:19:29:01   2012:187:10:59:01    2.15872225950e+09    5.48387146500e+08
2012:187:10:59:01   2012:190:02:29:00    2.19128451666e+09    1.11911568666e+09
2012:190:02:29:00   2012:192:17:59:01    2.77284032910e+09    1.39031414910e+09
2012:192:17:59:01   2012:195:09:29:00    2.02515128280e+09    1.78859046960e+08
2012:195:09:29:00   2012:198:00:54:01    7.01867174100e+09    6.71512044000e+08
2012:198:00:54:01   2012:200:16:24:00    2.17998362010e+09    7.57925637300e+08
2012:200:16:24:00   2012:203:07:54:01    3.24278257200e+09    4.63329524400e+08
2012:203:07:54:01   2012:205:23:19:01    2.50917066967e+09    2.67321739933e+08
2012:205:23:19:01   2012:208:14:49:01    1.67200046370e+09    3.89178112740e+08
2012:208:14:49:01   2012:211:06:19:00    1.96179554856e+09    3.02151456552e+08
2012:211:06:19:00   2012:213:21:49:00    2.16778498740e+09    1.01839149540e+09
2012:213:21:49:00   2012:216:13:19:01    1.70964416310e+09    5.61478496100e+08
2012:216:13:19:01   2012:219:04:49:00    1.88992085952e+09    1.27581336090e+08
2012:219:04:49:00   2012:221:20:14:00    2.55235367955e+09    1.20617572155e+09
2012:221:20:14:00   2012:224:11:44:01    2.19482301780e+09    5.69205655800e+08
2012:224:11:44:01   2012:227:03:09:01    1.77551056803e+09    5.43124191030e+08
2012:227:03:09:01   2012:229:18:39:00    2.54727356574e+09    1.20490870674e+09
2012:229:18:39:00   2012:232:10:04:00    2.03842744623e+09    2.88203939730e+08
2012:232:10:04:00   2012:235:01:34:01    1.20440851863e+09    4.37608656300e+07
2012:235:01:34:01   2012:237:17:04:00    2.42058714999e+09    4.69779303150e+08
2012:237:17:04:00   2012:240:08:34:00    1.61554951278e+09    3.61112097780e+08
2012:240:08:34:00   2012:243:00:04:01    1.88480015973e+09    6.80050736730e+08
2012:243:00:04:01   2012:245:15:29:00    1.71860731386e+09    4.61449342452e+08
2012:245:15:29:00   2012:248:06:59:01    9.14920970472e+09    1.73305449552e+09
2012:248:06:59:01   2012:250:22:24:01    2.73616902030e+09    5.87704829820e+08
2012:250:22:24:01   2012:253:13:54:01    2.00067682710e+09    4.68168973500e+08
2012:253:13:54:01   2012:256:05:19:01    2.53154581476e+09    1.20875498316e+09
2012:256:05:19:01   2012:258:20:49:01    1.88640241500e+09    6.16572437280e+08
2012:258:20:49:01   2012:261:12:14:01    1.96008240540e+09    4.89727925700e+08
2012:261:12:14:01   2012:264:03:44:00    1.97072047530e+09    6.29715535800e+08
2012:264:03:44:00   2012:266:19:14:01    3.60484680360e+09    2.38066950960e+09
2012:266:19:14:01   2012:269:10:39:01    1.98269450846e+09    6.87161522962e+08
2012:269:10:39:01   2012:272:02:09:01    2.34596716710e+09    9.07417859100e+08
2012:272:02:09:01   2012:274:17:39:01    2.59720292312e+09    1.21194809612e+09
2012:274:17:39:01   2012:277:09:04:01    3.45568604057e+09    2.12681433917e+09
2012:277:09:04:01   2012:280:00:29:01    1.72110723852e+09    8.56245665525e+08
2012:280:00:29:01   2012:282:15:59:00    5.08809349959e+09    1.88076369626e+09
2012:282:15:59:00   2012:285:07:29:01    2.18153112278e+09    1.30472459408e+09
2012:285:07:29:01   2012:287:22:54:01    1.46115333570e+09    6.44793484740e+08
2012:287:22:54:01   2012:290:14:19:00    1.39502788230e+09    4.52436774300e+08
2012:290:14:19:00   2012:293:05:49:01    1.28438823225e+09    3.63177348078e+08
2012:293:05:49:01   2012:295:21:19:00    1.65697359888e+09    6.94599073176e+08
2012:295:21:19:00   2012:298:12:49:01    1.30145693769e+09    5.60116567770e+08
2012:298:12:49:01   2012:301:04:14:01    1.21852935010e+09    4.74792945091e+08
2012:301:04:14:01   2012:303:19:44:02    1.87409605290e+09    1.18608535290e+09
2012:303:19:44:02   2012:306:11:09:00    1.23568645290e+09    2.49156412500e+08
2012:306:11:09:00   2012:309:02:39:00    1.28914697100e+09    6.04833762000e+08
2012:309:02:39:00   2012:311:18:04:01    1.68009001050e+09    1.04910212550e+09
2012:311:18:04:01   2012:314:09:34:01    1.23280792800e+09    7.23579852000e+08
2012:314:09:34:01   2012:317:00:59:00    1.31498127000e+09    7.34284770000e+08
2012:317:00:59:00   2012:319:16:29:00    1.91932226700e+09    1.32381480600e+09
2012:319:16:29:00   2012:322:07:59:00    1.39826732607e+09    9.25614120000e+08
2012:322:07:59:00   2012:324:23:29:00    1.62786803700e+09    1.05822434400e+09
2012:324:23:29:00   2012:327:14:59:00    1.55290851360e+09    1.09108264860e+09
2012:327:14:59:00   2012:330:06:24:01    1.69218645300e+09    1.19099589900e+09
2012:330:06:24:01   2012:332:21:54:01    1.92943026270e+09    1.14428473770e+09
2012:332:21:54:01   2012:335:13:19:01    1.59619016700e+09    9.41191563000e+08
2012:335:13:19:01   2012:338:04:49:01    1.68947341500e+09    1.09301798400e+09
2012:338:04:49:01   2012:340:20:19:01    2.03701231200e+09    9.77651893500e+08
2012:340:20:19:01   2012:343:11:44:01    1.43969833200e+09    1.17804358200e+09
2012:343:11:44:01   2012:346:03:14:00    1.96344233400e+09    1.17712204200e+09
2012:346:03:14:00   2012:348:18:44:00    2.04488173590e+09    1.18368794790e+09
2012:348:18:44:00   2012:351:10:14:00    1.77592528020e+09    1.40782360020e+09
2012:351:10:14:00   2012:354:01:44:00    2.14561209450e+09    1.02255853050e+09
2012:354:01:44:00   2012:356:17:14:01    1.83949608300e+09    5.68428605400e+08
2012:356:17:14:01   2012:359:08:39:01    1.53737986650e+09    4.88145516300e+08
2012:359:08:39:01   2012:362:00:09:01    2.34147833070e+09    5.05438419600e+08
2012:362:00:09:01   2012:364:15:39:01    1.75494306900e+09    6.60525892740e+08
2012:364:15:39:01   2013:001:07:09:01    1.64585018940e+09    1.01140913340e+09
2013:001:07:09:01   2013:003:22:34:01    1.91671044180e+09    1.04595308400e+09
2013:003:22:34:01   2013:006:14:04:01    1.49405327910e+09    1.10776058430e+09
2013:006:14:04:01   2013:009:05:34:01    1.73028846480e+09    1.03288712580e+09
2013:009:05:34:01   2013:011:21:04:00    1.93846787010e+09    1.04560140360e+09
2013:011:21:04:00   2013:014:12:34:01    1.51956877260e+09    1.02630092760e+09
2013:014:12:34:01   2013:017:04:04:01    1.74236415615e+09    9.17124156150e+08
2013:017:04:04:01   2013:019:19:34:01    2.56198805160e+09    1.55191425090e+09
2013:019:19:34:01   2013:022:10:59:00    1.77356013420e+09    1.05082144020e+09
2013:022:10:59:00   2013:025:02:29:02    1.99631876880e+09    9.22985572800e+08
2013:025:02:29:02   2013:027:17:59:00    2.08548129420e+09    6.05799827280e+08
2013:027:17:59:00   2013:030:09:24:00    2.09256886980e+09    9.32222224800e+08
2013:030:09:24:00   2013:033:00:54:01    2.18367296760e+09    8.80069812300e+08
2013:033:00:54:01   2013:035:16:24:01    2.39370524640e+09    1.08271497630e+09
2013:035:16:24:01   2013:038:07:54:01    2.48134610280e+09    1.17001925280e+09
2013:038:07:54:01   2013:040:23:24:00    2.95065773610e+09    1.11692351010e+09
2013:040:23:24:00   2013:043:14:54:01    2.44231177500e+09    1.41009670500e+09
2013:043:14:54:01   2013:046:06:19:01    2.54858124600e+09    1.32632388960e+09
2013:046:06:19:01   2013:048:21:49:01    3.02779430700e+09    1.80936323700e+09
2013:048:21:49:01   2013:051:13:14:01    3.01324968060e+09    1.95071866560e+09
2013:051:13:14:01   2013:054:04:44:01    3.22820141040e+09    2.20530777540e+09
2013:054:04:44:01   2013:056:20:09:01    3.69977838108e+09    2.50343220108e+09
2013:056:20:09:01   2013:059:11:39:02    3.33058028760e+09    2.22353722890e+09
2013:059:11:39:02   2013:062:03:09:01    3.03270384180e+09    1.91118511080e+09
2013:062:03:09:01   2013:064:18:34:01    3.30390860130e+09    2.14981894860e+09
2013:064:18:34:01   2013:067:10:04:01    2.72947573819e+09    6.36397875189e+08
2013:067:10:04:01   2013:070:01:34:01    2.63239084365e+09    3.29907639753e+08
2013:070:01:34:01   2013:072:17:04:02    3.19195231582e+09    1.65617975482e+09
2013:072:17:04:02   2013:075:08:29:01    2.76724313664e+09    1.24917386364e+09
2013:075:08:29:01   2013:077:23:59:01    1.06272213702e+10    2.36777270100e+09
2013:077:23:59:01   2013:080:15:24:01    3.24095196241e+09    1.50895776331e+09
2013:080:15:24:01   2013:083:06:54:01    2.80385688493e+09    5.56630776124e+08
2013:083:06:54:01   2013:085:22:19:00    2.51649188092e+09    1.12957619044e+09
2013:085:22:19:00   2013:088:13:49:01    3.08439576000e+09    1.16535401172e+09
2013:088:13:49:01   2013:091:05:19:02    2.83032955620e+09    1.55895232170e+09
2013:091:05:19:02   2013:093:20:49:02    2.65122419724e+09    1.16949390414e+09
2013:093:20:49:02   2013:096:12:14:01    3.25318037670e+09    1.39732126020e+09
2013:096:12:14:01   2013:099:03:44:01    2.52686612700e+09    1.39303262700e+09
2013:099:03:44:01   2013:101:19:09:01    2.90222419860e+09    1.03161955560e+09
2013:101:19:09:01   2013:104:10:39:01    5.25361159800e+09    3.03776498250e+09
2013:104:10:39:01   2013:107:02:04:01    2.44513432050e+09    1.23008629050e+09
2013:107:02:04:01   2013:109:17:34:01    3.19697284470e+09    1.02976344270e+09
2013:109:17:34:01   2013:112:08:59:01    2.77857027300e+09    9.93755054400e+08
2013:112:08:59:01   2013:115:00:29:01    2.27567794560e+09    8.91191103900e+08
2013:115:00:29:01   2013:117:15:59:01    3.96337696380e+09    1.18372534776e+09
2013:117:15:59:01   2013:120:07:29:01    3.38304638220e+09    1.74534301140e+09
2013:120:07:29:01   2013:122:22:59:01    3.64582319280e+09    2.05611173220e+09
2013:122:22:59:01   2013:125:14:24:02    4.37846011740e+09    1.49613517788e+09
2013:125:14:24:02   2013:128:05:54:02    3.75606877950e+09    2.28506165850e+09
2013:128:05:54:02   2013:130:21:19:01    3.92118289650e+09    1.99770063450e+09
2013:130:21:19:01   2013:133:12:49:01    3.74921062920e+09    1.79983877670e+09
2013:133:12:49:01   2013:136:04:19:01    4.20789461040e+09    1.11549692340e+09
2013:136:04:19:01   2013:138:19:44:01    5.29881222630e+09    3.17620809630e+09
2013:138:19:44:01   2013:141:11:14:01    4.78086554490e+09    2.80672209390e+09
2013:141:11:14:01   2013:144:02:44:02    3.52844292180e+09    7.87752520800e+08
2013:144:02:44:02   2013:146:18:14:01    8.02143892110e+09    2.36734347390e+09
2013:146:18:14:01   2013:149:09:44:01    2.96786221260e+09    1.20056174460e+09
2013:149:09:44:01   2013:152:01:14:00    2.89790155290e+09    8.73775346100e+08
2013:152:01:14:00   2013:154:16:39:01    3.07242789240e+09    1.46532450240e+09
2013:154:16:39:01   2013:157:08:09:01    2.28748746930e+09    4.73362708921e+08
2013:157:08:09:01   2013:159:23:39:01    2.86452203610e+09    7.70660731620e+08
2013:159:23:39:01   2013:162:15:09:01    2.45281129140e+09    4.86253837800e+08
2013:162:15:09:01   2013:165:06:34:01    1.99992612570e+09    5.89910519700e+08
2013:165:06:34:01   2013:167:22:04:01    2.48562955170e+09    8.61647756100e+08
2013:167:22:04:01   2013:170:13:34:00    2.00237215710e+09    6.26791506600e+08
2013:170:13:34:00   2013:173:05:04:02    1.72481141931e+09    6.00783659310e+08
2013:173:05:04:02   2013:175:20:34:01    3.26003373720e+09    1.78343229720e+09
2013:175:20:34:01   2013:178:12:04:01    1.82671821060e+09    6.62091834600e+08
2013:178:12:04:01   2013:181:03:34:01    2.11131721590e+09    1.02067212690e+09
2013:181:03:34:01   2013:183:18:59:01    2.07447497460e+09    9.95725346400e+08
2013:183:18:59:01   2013:186:10:29:00    1.53069609330e+09    3.38393207100e+08
2013:186:10:29:00   2013:189:01:59:00    2.00806156200e+09    8.00669925000e+08
2013:189:01:59:00   2013:191:17:29:00    1.99230345900e+09    7.33844079000e+08
2013:191:17:29:00   2013:194:08:54:01    1.87407582117e+09    1.94144771670e+08
2013:194:08:54:01   2013:197:00:24:02    2.31489715050e+09    1.04526596400e+09
2013:197:00:24:02   2013:199:15:54:01    2.94979100280e+09    8.19592767300e+08
2013:199:15:54:01   2013:202:07:24:01    1.98207669993e+09    2.78858658930e+08
2013:202:07:24:01   2013:204:22:54:01    2.47763818890e+09    6.46580313780e+08
2013:204:22:54:01   2013:207:14:24:01    3.00535831380e+09    8.49952954800e+08
2013:207:14:24:01   2013:210:05:49:01    1.91032331172e+09    2.25054577470e+08
2013:210:05:49:01   2013:212:21:19:01    2.19901387845e+09    9.77574061950e+08
2013:212:21:19:01   2013:215:12:49:01    2.17596579720e+09    7.51531363200e+08
2013:215:12:49:01   2013:218:04:14:01    1.69192478010e+09    3.20218257600e+08
2013:218:04:14:01   2013:220:19:44:01    2.06618257017e+09    8.54598436350e+08
2013:220:19:44:01   2013:223:11:09:01    2.10932888700e+09    6.85120731000e+08
